小篆編號,楷書編號,字體編號,鍵盤字型,鍵盤字型(binary)
7723,['54639'],27.E9E4,,b'\xee\xa7\xa4'
7724,['54528'],27.E9E5,,b'\xee\xa7\xa5'
7725,['54607'],27.E9E6,,b'\xee\xa7\xa6'
7726,['4697'],27.95CC,闌,b'\xe9\x97\x8c'
7727,['2889'],27.9591,閑,b'\xe9\x96\x91'
7728,['2430'],27.9589,閉,b'\xe9\x96\x89'
7729,['3724'],27.95A1,閡,b'\xe9\x96\xa1'
7730,['11351'],27.95C7,闇,b'\xe9\x97\x87'
7731,['5016'],27.95DC,關,b'\xe9\x97\x9c'
7732,['54640'],27.E9E7,,b'\xee\xa7\xa7'
7733,['4858'],27.95D0,闐,b'\xe9\x97\x90'
7734,['12052'],27.95DB,闛,b'\xe9\x97\x9b'
7735,['10906'],27.95B9,閹,b'\xe9\x96\xb9'
7736,['10911'],27.95BD,閽,b'\xe9\x96\xbd'
7737,['12051'],27.95DA,闚,b'\xe9\x97\x9a'
7738,['54646'],27.E9E8,,b'\xee\xa7\xa8'
7739,['54299'],27.F4A4,,b'\xef\x92\xa4'
7740,['1944'],27.9583,閃,b'\xe9\x96\x83'
7741,['4111'],27.95B1,閱,b'\xe9\x96\xb1'
7742,['4696'],27.95CB,闋,b'\xe9\x97\x8b'
7743,['12315'],27.95DE,闞,b'\xe9\x97\x9e'
7744,['4695'],27.95CA,闊,b'\xe9\x97\x8a'
7745,['2886'],27.9594,閔,b'\xe9\x96\x94'
7745,['37177'],27.E9E9,,b'\xee\xa7\xa9'
7746,['4857'],27.95D6,闖,b'\xe9\x97\x96'
7747,['12511'],27.95E4,闤,b'\xe9\x97\xa4'
7748,['12510'],27.95E5,闥,b'\xe9\x97\xa5'
7749,['8443'],27.958C,閌,b'\xe9\x96\x8c'
7750,['3728'],27.95A5,閥,b'\xe9\x96\xa5'
7751,['11354'],27.95C3,闃,b'\xe9\x97\x83'
7752,['430'],27.8033,耳,b'\xe8\x80\xb3'
7753,['5767'],27.8034,耴,b'\xe8\x80\xb4'
7754,['41622'],27.E9EA,,b'\xee\xa7\xaa'
7755,['1842'],27.803D,耽,b'\xe8\x80\xbd'
7756,['7603'],27.8043,聃,b'\xe8\x81\x83'
7756,['41620'],27.E9EB,,b'\xee\xa7\xab'
7757,['11933'],27.8078,聸,b'\xe8\x81\xb8'
7758,['1843'],27.803F,耿,b'\xe8\x80\xbf'
7759,['4602'],27.806F,聯,b'\xe8\x81\xaf'
7760,['2326'],27.804A,聊,b'\xe8\x81\x8a'
7761,['3193'],27.8056,聖,b'\xe8\x81\x96'
7762,['4601'],27.8070,聰,b'\xe8\x81\xb0'
7763,['5249'],27.807D,聽,b'\xe8\x81\xbd'
7764,['2327'],27.8046,聆,b'\xe8\x81\x86'
7765,['4803'],27.8077,職,b'\xe8\x81\xb7'
7766,['2765'],27.8052,聒,b'\xe8\x81\x92'
7767,['41698'],27.E9EC,,b'\xee\xa7\xac'
7768,['4600'],27.8072,聲,b'\xe8\x81\xb2'
7769,['3616'],27.805E,聞,b'\xe8\x81\x9e'
7769,['41682'],27.E9ED,,b'\xee\xa7\xad'
7770,['3194'],27.8058,聘,b'\xe8\x81\x98'
7771,['5248'],27.807E,聾,b'\xe8\x81\xbe'
7772,['4603'],27.8073,聳,b'\xe8\x81\xb3'
7773,['41724'],27.E9EE,,b'\xee\xa7\xae'
7774,['11585'],27.8075,聵,b'\xe8\x81\xb5'
7774,['41692'],27.E9EF,,b'\xee\xa7\xaf'
7775,['41635'],27.E9F0,,b'\xee\xa7\xb0'
7776,['41783'],27.E9F1,,b'\xee\xa7\xb1'
7777,['41625'],27.E9F2,,b'\xee\xa7\xb2'
7778,['9548'],27.805D,聝,b'\xe8\x81\x9d'
7778,['11389'],27.9998,馘,b'\xe9\xa6\x98'
7779,['41614'],27.E9F3,,b'\xee\xa7\xb3'
7780,['41736'],27.E9F4,,b'\xee\xa7\xb4'
7781,['7012'],27.8039,耹,b'\xe8\x80\xb9'
7782,['8233'],27.8051,聑,b'\xe8\x81\x91'
7783,['4804'],27.8076,聶,b'\xe8\x81\xb6'
7784,['4599'],27.8071,聱,b'\xe8\x81\xb1'
7785,['20327'],27.F68D,,b'\xef\x9a\x8d'
7785,['4424'],27.9824,頤,b'\xe9\xa0\xa4'
7785,['4424'],27.E9F5,,b'\xee\xa7\xb5'
7786,['27580'],27.F0A4,,b'\xef\x82\xa4'
7786,['5691'],27.623A,戺,b'\xe6\x88\xba'
7787,['129'],27.624B,手,b'\xe6\x89\x8b'
7787,['129'],27.E9F6,,b'\xee\xa7\xb6'
7788,['2569'],27.638C,掌,b'\xe6\x8e\x8c'
7789,['918'],27.62C7,拇,b'\xe6\x8b\x87'
7790,['1254'],27.6307,指,b'\xe6\x8c\x87'
7791,['1650'],27.62F3,拳,b'\xe6\x8b\xb3'
7792,['33759'],27.E9F7,,b'\xee\xa7\xb7'
7793,['12166'],27.6515,攕,b'\xe6\x94\x95'
7794,['8598'],27.63F1,揱,b'\xe6\x8f\xb1'
7795,['9296'],27.6473,摳,b'\xe6\x91\xb3'
7796,['11842'],27.6510,攐,b'\xe6\x94\x90'
7797,['34015'],27.E9F8,,b'\xee\xa7\xb8'
7798,['2580'],27.63D6,揖,b'\xe6\x8f\x96'
7799,['5060'],27.6518,攘,b'\xe6\x94\x98'
7800,['1255'],27.62F1,拱,b'\xe6\x8b\xb1'
7801,['4208'],27.64BF,撿,b'\xe6\x92\xbf'
7802,['1246'],27.E9F9,,b'\xee\xa7\xb9'
7802,['1246'],27.62DC,拜,b'\xe6\x8b\x9c'
7802,['1246'],27.E9FA,,b'\xee\xa7\xba'
7803,['33748'],27.E9FB,,b'\xee\xa7\xbb'
7804,['8620'],27.642F,搯,b'\xe6\x90\xaf'
7806,['2136'],27.63A8,推,b'\xe6\x8e\xa8'
7807,['6753'],27.6358,捘,b'\xe6\x8d\x98'
7808,['2142'],27.6392,排,b'\xe6\x8e\x92'
7809,['4488'],27.64E0,擠,b'\xe6\x93\xa0'
7810,['920'],27.62B5,抵,b'\xe6\x8a\xb5'
7811,['3473'],27.6467,摧,b'\xe6\x91\xa7'
7812,['900'],27.62C9,拉,b'\xe6\x8b\x89'
7813,['1665'],27.632B,挫,b'\xe6\x8c\xab'
7814,['597'],27.6276,扶,b'\xe6\x89\xb6'
7814,['31269'],27.E9FC,,b'\xee\xa7\xbc'
7815,['33461'],27.E9FD,,b'\xee\xa7\xbd'
7816,['1251'],27.6301,持,b'\xe6\x8c\x81'
7817,['1651'],27.6308,挈,b'\xe6\x8c\x88'
7818,['5956'],27.62D1,拑,b'\xe6\x8b\x91'
7819,['7946'],27.63F2,揲,b'\xe6\x8f\xb2'
7820,['3847'],27.646F,摯,b'\xe6\x91\xaf'
7821,['4207'],27.64CD,操,b'\xe6\x93\x8d'
7822,['34234'],27.E9FE,,b'\xee\xa7\xbe'
7823,['33731'],27.E9FF,,b'\xee\xa7\xbf'
7823,['34078'],27.EA00,,b'\xee\xa8\x80'
7824,['3025'],27.640F,搏,b'\xe6\x90\x8f'
7825,['4203'],27.64DA,據,b'\xe6\x93\x9a'
7826,['5152'],27.651D,攝,b'\xe6\x94\x9d'
7827,['5965'],27.62A9,抩,b'\xe6\x8a\xa9'
7828,['5958'],27.62AA,抪,b'\xe6\x8a\xaa'
7829,['1654'],27.633E,挾,b'\xe6\x8c\xbe'
7830,['2135'],27.636B,捫,b'\xe6\x8d\xab'
7831,['34121'],27.EA01,,b'\xee\xa8\x81'
7832,['11482'],27.64F8,擸,b'\xe6\x93\xb8'
7833,['2579'],27.63E1,握,b'\xe6\x8f\xa1'
7833,['2579'],27.EA02,,b'\xee\xa8\x82'
7834,['9884'],27.64A3,撣,b'\xe6\x92\xa3'
7835,['600'],27.628A,把,b'\xe6\x8a\x8a'
7836,['8610'],27.6439,搹,b'\xe6\x90\xb9'
7836,['601'],27.627C,扼,b'\xe6\x89\xbc'
7837,['6301'],27.62CF,拏,b'\xe6\x8b\x8f'
7838,['5153'],27.651C,攜,b'\xe6\x94\x9c'
7839,['2578'],27.63D0,提,b'\xe6\x8f\x90'
7840,['33634'],27.EA04,,b'\xee\xa8\x84'
7841,['912'],27.62C8,拈,b'\xe6\x8b\x88'
7842,['9291'],27.645B,摛,b'\xe6\x91\x9b'
7843,['2147'],27.6368,捨,b'\xe6\x8d\xa8'
7844,['11034'],27.64EB,擫,b'\xe6\x93\xab'
7845,['1248'],27.6309,按,b'\xe6\x8c\x89'
7846,['2121'],27.63A7,控,b'\xe6\x8e\xa7'
7847,['7962'],27.63D7,揗,b'\xe6\x8f\x97'
7848,['7950'],27.63BE,掾,b'\xe6\x8e\xbe'
7849,['33568'],27.EA05,,b'\xee\xa8\x85'
7850,['5960'],27.62CA,拊,b'\xe6\x8b\x8a'
7851,['7326'],27.638A,掊,b'\xe6\x8e\x8a'
7852,['6747'],27.634B,捋,b'\xe6\x8d\x8b'
7853,['3857'],27.64A9,撩,b'\xe6\x92\xa9'
7854,['2129'],27.63AA,措,b'\xe6\x8e\xaa'
7855,['2576'],27.63D2,插,b'\xe6\x8f\x92'
7856,['2137'],27.6384,掄,b'\xe6\x8e\x84'
7857,['4205'],27.64C7,擇,b'\xe6\x93\x87'
7858,['1660'],27.6349,捉,b'\xe6\x8d\x89'
7859,['8604'],27.6424,搤,b'\xe6\x90\xa4'
7860,['7347'],27.633B,挻,b'\xe6\x8c\xbb'
7861,['7939'],27.63C3,揃,b'\xe6\x8f\x83'
7862,['8613'],27.6423,搣,b'\xe6\x90\xa3'
7863,['33580'],27.EA06,,b'\xee\xa8\x86'
7864,['6745'],27.63E4,揤,b'\xe6\x8f\xa4'
7865,['7328'],27.637D,捽,b'\xe6\x8d\xbd'
7866,['3859'],27.64AE,撮,b'\xe6\x92\xae'
7867,['33848'],27.EA07,,b'\xee\xa8\x87'
7868,['33943'],27.EA08,,b'\xee\xa8\x88'
7868,['33808'],27.EA09,,b'\xee\xa8\x89'
7869,['6748'],27.634A,捊,b'\xe6\x8d\x8a'
7869,['922'],27.62B1,抱,b'\xe6\x8a\xb1'
7870,['7952'],27.63DC,揜,b'\xe6\x8f\x9c'
7871,['2138'],27.6388,授,b'\xe6\x8e\x88'
7872,['899'],27.627F,承,b'\xe6\x89\xbf'
7873,['6303'],27.630B,挋,b'\xe6\x8c\x8b'
7874,['33941'],27.EA0A,,b'\xee\xa8\x8a'
7875,['12746'],27.6529,攩,b'\xe6\x94\xa9'
7876,['2125'],27.63A5,接,b'\xe6\x8e\xa5'
7877,['33466'],27.EA0B,,b'\xee\xa8\x8b'
7878,['6309'],27.630F,挏,b'\xe6\x8c\x8f'
7879,['907'],27.62DB,招,b'\xe6\x8b\x9b'
7880,['3861'],27.64AB,撫,b'\xe6\x92\xab'
7880,['50658'],27.EA0C,,b'\xee\xa8\x8c'
7881,['33738'],27.EA0D,,b'\xee\xa8\x8d'
7882,['2577'],27.63E3,揣,b'\xe6\x8f\xa3'
7883,['33523'],27.EA0E,,b'\xee\xa8\x8e'
7884,['9304'],27.645C,摜,b'\xe6\x91\x9c'
7885,['609'],27.6295,投,b'\xe6\x8a\x95'
7886,['11479'],27.64FF,擿,b'\xe6\x93\xbf'
7887,['3027'],27.6414,搔,b'\xe6\x90\x94'
7888,['5707'],27.6274,扴,b'\xe6\x89\xb4'
7889,['9297'],27.647D,摽,b'\xe6\x91\xbd'
7890,['1261'],27.6311,挑,b'\xe6\x8c\x91'
7891,['598'],27.6289,抉,b'\xe6\x8a\x89'
7892,['3855'],27.6493,撓,b'\xe6\x92\x93'
7893,['4737'],27.64FE,擾,b'\xe6\x93\xbe'
7894,['6743'],27.6336,挶,b'\xe6\x8c\xb6'
7895,['7339'],27.636E,据,b'\xe6\x8d\xae'
7896,['10493'],27.64D6,擖,b'\xe6\x93\x96'
7897,['3466'],27.6458,摘,b'\xe6\x91\x98'
7898,['8605'],27.6433,搳,b'\xe6\x90\xb3'
7899,['33923'],27.EA0F,,b'\xee\xa8\x8f'
7900,['6308'],27.62F9,拹,b'\xe6\x8b\xb9'
7901,['3471'],27.647A,摺,b'\xe6\x91\xba'
7903,['3470'],27.645F,摟,b'\xe6\x91\x9f'
7904,['5694'],27.628E,抎,b'\xe6\x8a\x8e'
7905,['908'],27.62AB,披,b'\xe6\x8a\xab'
7906,['40544'],27.EA10,,b'\xee\xa8\x90'
7907,['33554'],27.EA11,,b'\xee\xa8\x91'
7908,['2132'],27.6389,掉,b'\xe6\x8e\x89'
7909,['3030'],27.6416,搖,b'\xe6\x90\x96'
7910,['33906'],27.EA12,,b'\xee\xa8\x92'
7911,['34008'],27.EA13,,b'\xee\xa8\x93'
7912,['7956'],27.63C2,揂,b'\xe6\x8f\x82'
7913,['7932'],27.6394,掔,b'\xe6\x8e\x94'
7914,['6763'],27.6340,捀,b'\xe6\x8d\x80'
7915,['34216'],27.EA14,,b'\xee\xa8\x94'
7916,['2588'],27.63DA,揚,b'\xe6\x8f\x9a'
7916,['2588'],27.EA15,,b'\xee\xa8\x95'
7917,['4614'],27.8209,舉,b'\xe8\x88\x89'
7918,['2144'],27.6380,掀,b'\xe6\x8e\x80'
7919,['2581'],27.63ED,揭,b'\xe6\x8f\xad'
7920,['33484'],27.EA16,,b'\xee\xa8\x96'
7920,['9879'],27.649C,撜,b'\xe6\x92\x9c'
7921,['1655'],27.632F,振,b'\xe6\x8c\xaf'
7922,['387'],27.625B,扛,b'\xe6\x89\x9b'
7923,['608'],27.626E,扮,b'\xe6\x89\xae'
7924,['9885'],27.649F,撟,b'\xe6\x92\x9f'
7925,['1653'],27.634E,捎,b'\xe6\x8d\x8e'
7926,['4199'],27.64C1,擁,b'\xe6\x93\x81'
7927,['11032'],27.64E9,擩,b'\xe6\x93\xa9'
7928,['7953'],27.63C4,揄,b'\xe6\x8f\x84'
7929,['9289'],27.642B,搫,b'\xe6\x90\xab'
7930,['4494'],27.64ED,擭,b'\xe6\x93\xad'
7931,['921'],27.62DA,拚,b'\xe6\x8b\x9a'
7932,['4198'],27.64C5,擅,b'\xe6\x93\x85'
7933,['2574'],27.63C6,揆,b'\xe6\x8f\x86'
7934,['4491'],27.64EC,擬,b'\xe6\x93\xac'
7935,['3028'],27.640D,損,b'\xe6\x90\x8d'
7936,['222'],27.5931,失,b'\xe5\xa4\xb1'
7937,['6750'],27.6329,挩,b'\xe6\x8c\xa9'
7938,['3854'],27.64A5,撥,b'\xe6\x92\xa5'
7939,['6746'],27.6339,挹,b'\xe6\x8c\xb9'
7940,['605'],27.6292,抒,b'\xe6\x8a\x92'
7941,['5963'],27.62AF,抯,b'\xe6\x8a\xaf'
7942,['5288'],27.652B,攫,b'\xe6\x94\xab'
7943,['33450'],27.EA17,,b'\xee\xa8\x97'
7944,['909'],27.62D3,拓,b'\xe6\x8b\x93'
7944,['3475'],27.646D,摭,b'\xe6\x91\xad'
7945,['34211'],27.EA18,,b'\xee\xa8\x98'
7946,['1259'],27.62FE,拾,b'\xe6\x8b\xbe'
7947,['7337'],27.6387,掇,b'\xe6\x8e\x87'
7948,['10494'],27.64D0,擐,b'\xe6\x93\x90'
7949,['7938'],27.63EF,揯,b'\xe6\x8f\xaf'
7950,['9290'],27.644D,摍,b'\xe6\x91\x8d'
7951,['33872'],27.EA19,,b'\xee\xa8\x99'
7952,['2584'],27.63F4,援,b'\xe6\x8f\xb4'
7953,['33899'],27.EDEC,,b'\xee\xb7\xac'
7953,['914'],27.62BD,抽,b'\xe6\x8a\xbd'
7953,['33652'],27.EA1B,,b'\xee\xa8\x9b'
7954,['4493'],27.64E2,擢,b'\xe6\x93\xa2'
7955,['910'],27.62D4,拔,b'\xe6\x8b\x94'
7956,['7943'],27.63E0,揠,b'\xe6\x8f\xa0'
7957,['11033'],27.64E3,擣,b'\xe6\x93\xa3'
7958,['5287'],27.6523,攣,b'\xe6\x94\xa3'
7959,['1661'],27.633A,挺,b'\xe6\x8c\xba'
7960,['34054'],27.EC0A,,b'\xee\xb0\x8a'
7961,['2124'],27.63A2,探,b'\xe6\x8e\xa2'
7962,['3865'],27.64A2,撢,b'\xe6\x92\xa2'
7963,['7345'],27.637C,捼,b'\xe6\x8d\xbc'
7964,['3465'],27.6487,撇,b'\xe6\x92\x87'
7965,['33778'],27.EA1C,,b'\xee\xa8\x9c'
7966,['8615'],27.6426,搦,b'\xe6\x90\xa6'
7967,['7335'],27.638E,掎,b'\xe6\x8e\x8e'
7968,['2582'],27.63EE,揮,b'\xe6\x8f\xae'
7969,['3846'],27.6469,摩,b'\xe6\x91\xa9'
7970,['33888'],27.EA1D,,b'\xee\xa8\x9d'
7971,['5289'],27.652A,攪,b'\xe6\x94\xaa'
7972,['33860'],27.EA1E,,b'\xee\xa8\x9e'
7973,['3849'],27.649E,撞,b'\xe6\x92\x9e'
7974,['33585'],27.EA1F,,b'\xee\xa8\x9f'
7975,['241'],27.6254,扔,b'\xe6\x89\x94'
7976,['1258'],27.62EC,括,b'\xe6\x8b\xac'
7977,['33512'],27.EA20,,b'\xee\xa8\xa0'
7978,['4487'],27.64D8,擘,b'\xe6\x93\x98'
7979,['7940'],27.649D,撝,b'\xe6\x92\x9d'
7980,['6757'],27.6347,捇,b'\xe6\x8d\x87'
7981,['5463'],27.6250,扐,b'\xe6\x89\x90'
7982,['596'],27.6280,技,b'\xe6\x8a\x80'
7983,['3848'],27.6479,摹,b'\xe6\x91\xb9'
7984,['917'],27.62D9,拙,b'\xe6\x8b\x99'
7985,['33721'],27.EA21,,b'\xee\xa8\xa1'
7986,['9294'],27.6476,摶,b'\xe6\x91\xb6'
7987,['33878'],27.EA22,,b'\xee\xa8\xa2'
7988,['6741'],27.6344,捄,b'\xe6\x8d\x84'
7989,['1252'],27.62EE,拮,b'\xe6\x8b\xae'
7990,['8616'],27.6430,搰,b'\xe6\x90\xb0'
7991,['2128'],27.6398,掘,b'\xe6\x8e\x98'
7992,['2131'],27.63A9,掩,b'\xe6\x8e\xa9'
7993,['7948'],27.6461,摡,b'\xe6\x91\xa1'
7994,['7949'],27.63DF,揟,b'\xe6\x8f\x9f'
7995,['3860'],27.64AD,播,b'\xe6\x92\xad'
7995,['31514'],27.EA23,,b'\xee\xa8\xa3'
7996,['6306'],27.6303,挃,b'\xe6\x8c\x83'
7997,['33871'],27.EA24,,b'\xee\xa8\xa4'
7998,['5533'],27.6264,扤,b'\xe6\x89\xa4'
7999,['5703'],27.6288,抈,b'\xe6\x8a\x88'
8000,['9301'],27.644E,摎,b'\xe6\x91\x8e'
8001,['4201'],27.64BB,撻,b'\xe6\x92\xbb'
8001,['51038'],27.EA25,,b'\xee\xa8\xa5'
8002,['33691'],27.EA26,,b'\xee\xa8\xa6'
8003,['913'],27.62A8,抨,b'\xe6\x8a\xa8'
8004,['2122'],27.6372,捲,b'\xe6\x8d\xb2'
8005,['5698'],27.6271,扱,b'\xe6\x89\xb1'
8006,['9315'],27.6477,摷,b'\xe6\x91\xb7'
8007,['1666'],27.6328,挨,b'\xe6\x8c\xa8'
8008,['3850'],27.64B2,撲,b'\xe6\x92\xb2'
8009,['10497'],27.64BD,撽,b'\xe6\x92\xbd'
8010,['5539'],27.625A,扚,b'\xe6\x89\x9a'
8011,['5959'],27.62B6,抶,b'\xe6\x8a\xb6'
8012,['5700'],27.627A,扺,b'\xe6\x89\xba'
8013,['5966'],27.62B0,抰,b'\xe6\x8a\xb0'
8014,['33803'],27.EA28,,b'\xee\xa8\xa8'
8015,['7343'],27.636D,捭,b'\xe6\x8d\xad'
8016,['2583'],27.6376,捶,b'\xe6\x8d\xb6'
8017,['8602'],27.6409,搉,b'\xe6\x90\x89'
8018,['9311'],27.646C,摬,b'\xe6\x91\xac'
8019,['904'],27.62C2,拂,b'\xe6\x8b\x82'
8020,['33950'],27.EA29,,b'\xee\xa8\xa9'
8021,['5693'],27.628C,抌,b'\xe6\x8a\x8c'
8022,['34068'],27.EA2A,,b'\xee\xa8\xaa'
8023,['4486'],27.64CA,擊,b'\xe6\x93\x8a'
8024,['5532'],27.625E,扞,b'\xe6\x89\x9e'
8025,['594'],27.6297,抗,b'\xe6\x8a\x97'
8025,['946'],27.676D,杭,b'\xe6\x9d\xad'
8026,['1656'],27.6355,捕,b'\xe6\x8d\x95'
8027,['11148'],27.7C0E,簎,b'\xe7\xb0\x8e'
8028,['3862'],27.649A,撚,b'\xe6\x92\x9a'
8029,['1262'],27.6302,挂,b'\xe6\x8c\x82'
8030,['33541'],27.EA2B,,b'\xee\xa8\xab'
8031,['6764'],27.6348,捈,b'\xe6\x8d\x88'
8032,['5955'],27.62B4,抴,b'\xe6\x8a\xb4'
8033,['7963'],27.63D9,揙,b'\xe6\x8f\x99'
8034,['9877'],27.6485,撅,b'\xe6\x92\x85'
8035,['11846'],27.650E,攎,b'\xe6\x94\x8e'
8036,['6738'],27.6310,挐,b'\xe6\x8c\x90'
8037,['8619'],27.6435,搵,b'\xe6\x90\xb5'
8038,['8601'],27.6412,搒,b'\xe6\x90\x92'
8039,['6310'],27.630C,挌,b'\xe6\x8c\x8c'
8040,['6737'],27.62F2,拲,b'\xe6\x8b\xb2'
8040,['29190'],27.EA2C,,b'\xee\xa8\xac'
8041,['7334'],27.63AB,掫,b'\xe6\x8e\xab'
8042,['1662'],27.6350,捐,b'\xe6\x8d\x90'
8043,['7346'],27.63A4,掤,b'\xe6\x8e\xa4'
8044,['5531'],27.625C,扜,b'\xe6\x89\x9c'
8045,['59570'],27.EA2D,,b'\xee\xa8\xad'
8046,['2126'],27.6377,捷,b'\xe6\x8d\xb7'
8047,['386'],27.6263,扣,b'\xe6\x89\xa3'
8048,['7353'],27.638D,掍,b'\xe6\x8e\x8d'
8049,['3026'],27.641C,搜,b'\xe6\x90\x9c'
8050,['2586'],27.63DB,換,b'\xe6\x8f\x9b'
8051,['2123'],27.6396,掖,b'\xe6\x8e\x96'
8052,['9299'],27.6466,摦,b'\xe6\x91\xa6'
8053,['5062'],27.6519,攙,b'\xe6\x94\x99'
8054,['8612'],27.6422,搢,b'\xe6\x90\xa2'
8055,['2120'],27.63A0,掠,b'\xe6\x8e\xa0'
8056,['7338'],27.6390,掐,b'\xe6\x8e\x90'
8057,['2145'],27.637B,捻,b'\xe6\x8d\xbb'
8058,['925'],27.62D7,拗,b'\xe6\x8b\x97'
8059,['9298'],27.6475,摵,b'\xe6\x91\xb5'
8060,['1668'],27.634C,捌,b'\xe6\x8d\x8c'
8061,['5235'],27.6524,攤,b'\xe6\x94\xa4'
8062,['911'],27.62CB,拋,b'\xe6\x8b\x8b'
8063,['9293'],27.6474,摴,b'\xe6\x91\xb4'
8064,['240'],27.6253,打,b'\xe6\x89\x93'
8065,['19976'],27.F485,,b'\xef\x92\x85'
8066,['1855'],27.810A,脊,b'\xe8\x84\x8a'
8067,['44'],27.5973,女,b'\xe5\xa5\xb3'
8068,['831'],27.59D3,姓,b'\xe5\xa7\x93'
8069,['1186'],27.59DC,姜,b'\xe5\xa7\x9c'
8070,['1593'],27.59EC,姬,b'\xe5\xa7\xac'
8071,['6222'],27.59DE,姞,b'\xe5\xa7\x9e'
8072,['4183'],27.5B34,嬴,b'\xe5\xac\xb4'
8073,['1194'],27.59DA,姚,b'\xe5\xa7\x9a'
8074,['7840'],27.5AAF,媯,b'\xe5\xaa\xaf'
8075,['5640'],27.5998,妘,b'\xe5\xa6\x98'
8075,['28315'],27.EA2E,,b'\xee\xa8\xae'
8076,['6227'],27.59FA,姺,b'\xe5\xa7\xba'
8077,['28429'],27.EA2F,,b'\xee\xa8\xaf'
8078,['27987'],27.EA30,,b'\xee\xa8\xb0'
8079,['7242'],27.5A38,娸,b'\xe5\xa8\xb8'
8080,['5509'],27.597C,奼,b'\xe5\xa5\xbc'
8081,['2516'],27.5A92,媒,b'\xe5\xaa\x92'
8082,['364'],27.5981,妁,b'\xe5\xa6\x81'
8083,['2978'],27.5AC1,嫁,b'\xe5\xab\x81'
8084,['2036'],27.5A36,娶,b'\xe5\xa8\xb6'
8085,['2044'],27.5A5A,婚,b'\xe5\xa9\x9a'
8085,['3616'],27.EDF8,,b'\xee\xb7\xb8'
8086,['1197'],27.59FB,姻,b'\xe5\xa7\xbb'
8086,['28260'],27.EA31,,b'\xee\xa8\xb1'
8087,['822'],27.59BB,妻,b'\xe5\xa6\xbb'
8087,['822'],27.EA32,,b'\xee\xa8\xb2'
8088,['2039'],27.5A66,婦,b'\xe5\xa9\xa6'
8089,['360'],27.5983,妃,b'\xe5\xa6\x83'
8090,['2986'],27.5AB2,媲,b'\xe5\xaa\xb2'
8091,['553'],27.598A,妊,b'\xe5\xa6\x8a'
8092,['1594'],27.5A20,娠,b'\xe5\xa8\xa0'
8093,['8537'],27.5AB0,媰,b'\xe5\xaa\xb0'
8094,['10447'],27.5B14,嬔,b'\xe5\xac\x94'
8095,['9224'],27.5ADB,嫛,b'\xe5\xab\x9b'
8096,['7251'],27.5A57,婗,b'\xe5\xa9\x97'
8097,['252'],27.6BCD,母,b'\xe6\xaf\x8d'
8098,['3425'],27.5AD7,嫗,b'\xe5\xab\x97'
8099,['2983'],27.5ABC,媼,b'\xe5\xaa\xbc'
8100,['5883'],27.59C1,姁,b'\xe5\xa7\x81'
8101,['828'],27.59D0,姐,b'\xe5\xa7\x90'
8102,['826'],27.59D1,姑,b'\xe5\xa7\x91'
8103,['1196'],27.5A01,威,b'\xe5\xa8\x81'
8104,['547'],27.59A3,妣,b'\xe5\xa6\xa3'
8104,['547'],27.EA34,,b'\xee\xa8\xb4'
8105,['832'],27.59CA,姊,b'\xe5\xa7\x8a'
8106,['824'],27.59B9,妹,b'\xe5\xa6\xb9'
8107,['1595'],27.5A23,娣,b'\xe5\xa8\xa3'
8108,['7847'],27.5AA6,媦,b'\xe5\xaa\xa6'
8109,['2985'],27.5AC2,嫂,b'\xe5\xab\x82'
8110,['1193'],27.59EA,姪,b'\xe5\xa7\xaa'
8111,['1190'],27.59E8,姨,b'\xe5\xa7\xa8'
8112,['28032'],27.EA35,,b'\xee\xa8\xb5'
8113,['28128'],27.EA36,,b'\xee\xa8\xb6'
8114,['2981'],27.5ABE,媾,b'\xe5\xaa\xbe'
8115,['6229'],27.59FC,姼,b'\xe5\xa7\xbc'
8115,['27980'],27.EA37,,b'\xee\xa8\xb7'
8116,['28002'],27.EA38,,b'\xee\xa8\xb8'
8117,['28326'],27.EA39,,b'\xee\xa8\xb9'
8118,['2043'],27.5A62,婢,b'\xe5\xa9\xa2'
8119,['223'],27.5974,奴,b'\xe5\xa5\xb4'
8119,['27936'],27.EA3A,,b'\xee\xa8\xba'
8120,['27945'],27.EA3B,,b'\xee\xa8\xbb'
8121,['7855'],27.5A8A,媊,b'\xe5\xaa\x8a'
8122,['2518'],27.5AA7,媧,b'\xe5\xaa\xa7'
8122,['28444'],27.EA3C,,b'\xee\xa8\xbc'
8123,['6224'],27.5A00,娀,b'\xe5\xa8\x80'
8124,['1597'],27.5A25,娥,b'\xe5\xa8\xa5'
8125,['8531'],27.5AC4,嫄,b'\xe5\xab\x84'
8126,['11836'],27.5B3F,嬿,b'\xe5\xac\xbf'
8127,['27996'],27.EA3D,,b'\xee\xa8\xbd'
8128,['9823'],27.5B03,嬃,b'\xe5\xac\x83'
8129,['7239'],27.5A55,婕,b'\xe5\xa9\x95'
8130,['28457'],27.EA3E,,b'\xee\xa8\xbe'
8131,['28540'],27.EA3F,,b'\xee\xa8\xbf'
8132,['9820'],27.5AFD,嫽,b'\xe5\xab\xbd'
8133,['28079'],27.EA40,,b'\xee\xa9\x80'
8134,['7250'],27.5A64,婤,b'\xe5\xa9\xa4'
8135,['6230'],27.59F6,姶,b'\xe5\xa7\xb6'
8136,['5508'],27.5980,妀,b'\xe5\xa6\x80'
