楷書編號(網址),小篆編號,筆畫
741,5138,8
805,5148,8
5819,5153,8
750,5175,8
775,5198,8
775,5198,8
2091,5201,8
376,5202,8
5868,5207,8
34711,5217,8
1060,5220,8
1082,5234,8
3242,5284,8
3242,5284,8
773,5334,8
41567,5355,8
848,5376,8
849,5380,8
27430,5382,8
27421,5386,8
566,5400,8
847,5402,8
44162,5416,8
944,5421,8
44163,5421,8
5970,5427,8
755,5430,8
21436,5437,8
968,5508,8
35550,5511,8
35554,5518,8
35562,5522,8
6008,5555,8
32088,5561,8
21842,5749,8
778,5754,8
779,5756,8
21834,5757,8
5832,5773,8
392,5776,8
392,5776,8
34870,5778,8
21343,5779,8
21344,5780,8
1359,5810,8
1359,5810,8
856,5818,8
855,5819,8
5903,5832,8
5905,5836,8
851,5837,8
854,5843,8
5911,5862,8
852,5885,8
866,5891,8
868,5901,8
867,5919,8
26758,5922,8
26760,5934,8
20189,5946,8
1093,6036,8
1093,6036,8
1093,6036,8
6135,6063,8
27358,6067,8
27358,6067,8
27358,6067,8
756,6100,8
934,6101,8
986,6227,8
5043,6252,8
5043,6252,8
5043,6252,8
30935,6256,8
30935,6256,8
754,6260,8
1020,6268,8
30167,6277,8
6442,6293,8
6059,6296,8
1017,6300,8
1018,6305,8
30145,6311,8
884,6311,8
897,6320,8
1019,6340,8
30160,6344,8
1021,6346,8
6060,6350,8
30105,6354,8
1009,6421,8
662,6453,8
310,6475,8
310,6475,8
310,6475,8
6048,6481,8
1006,6482,8
1007,6498,8
1010,6548,8
32137,6556,8
819,6565,8
23588,6568,8
5876,6571,8
23589,6573,8
23593,6576,8
508,6585,8
508,6585,8
863,6588,8
820,6589,8
23734,6595,8
23727,6596,8
562,6599,8
23591,6609,8
942,6629,8
23587,6634,8
23577,6641,8
40780,6650,8
726,6661,8
890,6671,8
585,6672,8
878,6678,8
880,6684,8
889,6709,8
5933,6738,8
36691,6743,8
5941,6748,8
5929,6750,8
888,6762,8
1232,6773,8
5940,6783,8
887,6798,8
892,6805,8
36694,6806,8
879,6807,8
5939,6816,8
5935,6828,8
5947,6829,8
5930,6832,8
881,6836,8
1234,6840,8
1234,6840,8
36709,6846,8
882,6853,8
893,6862,8
893,6862,8
5946,6879,8
5934,6884,8
885,6908,8
886,6913,8
877,6920,8
5944,6923,8
891,6933,8
5937,6938,8
980,6948,8
6045,6949,8
977,6954,8
985,6958,8
992,6961,8
982,6986,8
996,6991,8
6029,6992,8
1005,6999,8
990,7007,8
989,7027,8
998,7036,8
993,7038,8
6020,7043,8
997,7051,8
1003,7058,8
981,7061,8
6030,7067,8
979,7070,8
978,7111,8
6015,7114,8
991,7123,8
6014,7129,8
984,7136,8
987,7144,8
2222,7172,8
2222,7172,8
2222,7172,8
6017,7176,8
6043,7177,8
6027,7186,8
6032,7188,8
988,7208,8
983,7218,8
975,7236,8
6028,7243,8
6031,7246,8
976,7248,8
999,7251,8
994,7252,8
995,7261,8
6023,7295,8
6021,7320,8
6019,7339,8
37596,7350,8
6024,7367,8
1001,7372,8
974,7396,8
6016,7404,8
1002,7413,8
6034,7433,8
1027,7438,8
5663,7442,8
5663,7442,8
743,7449,8
317,7469,8
1102,7485,8
1102,7485,8
20648,7537,8
20648,7537,8
1104,7654,8
728,7663,8
437,7666,8
437,7666,8
767,7667,8
449,7672,8
449,7672,8
449,7672,8
36599,7680,8
896,7683,8
1094,7690,8
918,7789,8
920,7810,8
900,7812,8
31269,7814,8
33461,7815,8
5956,7818,8
5965,7827,8
5958,7828,8
601,7836,8
912,7841,8
5960,7850,8
922,7869,8
899,7872,8
33466,7877,8
907,7879,8
33523,7883,8
908,7905,8
921,7931,8
5963,7941,8
909,7944,8
914,7953,8
910,7955,8
33512,7977,8
917,7984,8
913,8003,8
5959,8011,8
5966,8013,8
904,8019,8
946,8025,8
33541,8030,8
5955,8032,8
925,8058,8
911,8062,8
831,8068,8
822,8087,8
822,8087,8
5883,8100,8
828,8101,8
826,8102,8
832,8105,8
824,8106,8
28032,8112,8
28002,8116,8
27996,8127,8
5877,8137,8
830,8140,8
5892,8160,8
5882,8164,8
823,8171,8
28005,8174,8
27979,8180,8
752,8213,8
28006,8218,8
833,8245,8
28004,8262,8
5880,8265,8
829,8284,8
836,8297,8
5881,8306,8
972,8315,8
894,8342,8
30796,8344,8
895,8345,8
30795,8351,8
969,8352,8
5952,8355,8
592,8358,8
592,8358,8
1034,8367,8
1034,8367,8
6080,8402,8
6080,8402,8
6077,8417,8
871,8438,8
5921,8439,8
5922,8453,8
872,8454,8
27651,8462,8
870,8463,8
6132,8851,8
1499,8930,8
1499,8930,8
1044,8970,8
813,8974,8
5866,8978,8
811,8979,8
809,8980,8
5871,8988,8
22797,8995,8
2030,9007,8
2030,9007,8
5863,9009,8
22840,9017,8
538,9020,8
538,9020,8
812,9023,8
5869,9039,8
22814,9045,8
808,9072,8
814,9074,8
5864,9075,8
22802,9087,8
5870,9111,8
6078,9146,8
5831,9169,8
22316,9192,8
771,9201,8
774,9210,8
1092,9211,8
1092,9211,8
28694,9287,8
21504,9419,8
930,9426,8
5969,9427,8
898,9433,8
34639,9439,8
1083,9529,8
842,9567,8
1095,9568,8
1095,9568,8
1097,9575,8
1100,9576,8
1098,9582,8
1099,9611,8
6151,9612,8
53151,9615,8
53139,9637,8
6149,9640,8
6150,9643,8
6148,9653,8
22552,9672,8
731,9674,8
864,9704,8
839,9722,8
837,9723,8
838,9726,8
34887,9740,8
271,9751,8
271,9751,8
271,9751,8
1061,9753,8
1212,7,9
1212,7,9
1672,8,9
1672,8,9
1672,8,9
1390,19,9
1392,26,9
6490,37,9
37679,40,9
1391,50,9
6493,69,9
1389,75,9
1370,80,9
28706,120,9
6445,128,9
6455,132,9
1354,148,9
1353,150,9
28717,174,9
28721,187,9
1351,200,9
6460,202,9
6447,207,9
6446,213,9
1023,221,9
1307,236,9
45518,258,9
6546,279,9
6566,300,9
45499,302,9
1437,323,9
1434,326,9
6556,341,9
1450,365,9
6553,371,9
1449,388,9
1438,432,9
45500,454,9
6558,468,9
45527,471,9
1445,493,9
1444,503,9
6547,518,9
1440,523,9
1443,543,9
1436,544,9
45481,561,9
1448,563,9
39059,565,9
6549,571,9
6545,572,9
6552,587,9
1439,599,9
6554,606,9
1435,620,9
607,628,9
607,628,9
607,628,9
193,629,9
1451,636,9
1433,656,9
6567,662,9
6550,664,9
1453,667,9
1268,682,9
21273,712,9
1418,725,9
1149,726,9
33162,733,9
33199,735,9
33192,743,9
33213,748,9
1344,752,9
1346,763,9
1160,788,9
6194,791,9
6182,795,9
6189,797,9
1157,800,9
1198,800,9
1156,822,9
511,838,9
511,838,9
1152,840,9
6185,846,9
1154,855,9
6195,857,9
1155,871,9
1158,893,9
40789,894,9
6196,897,9
1151,935,9
6197,938,9
24013,941,9
24013,941,9
6190,950,9
35582,954,9
6198,973,9
1467,980,9
1468,984,9
31159,1067,9
1137,1068,9
41235,1074,9
6468,1079,9
1272,1088,9
1272,1088,9
50750,1092,9
50703,1100,9
50692,1102,9
50712,1105,9
1472,1106,9
6584,1117,9
1475,1131,9
33567,1136,9
50730,1147,9
50715,1153,9
50721,1161,9
1477,1165,9
1478,1181,9
50722,1183,9
6582,1187,9
50710,1194,9
1476,1199,9
1474,1219,9
26291,1238,9
1223,1244,9
1227,1249,9
1227,1249,9
1222,1251,9
2089,1253,9
2089,1253,9
1225,1256,9
1218,1262,9
6574,1273,9
49551,1339,9
41233,1419,9
1162,1420,9
1245,1430,9
43120,1439,9
1463,1509,9
51496,1517,9
1108,1519,9
1462,1543,9
6580,1630,9
6580,1630,9
51495,1651,9
6579,1714,9
1497,1729,9
1185,1749,9
6276,1750,9
6276,1750,9
39038,1752,9
484,1759,9
484,1759,9
484,1759,9
1219,1761,9
1460,1775,9
1494,1781,9
1494,1781,9
557,1871,9
557,1871,9
1335,1872,9
1335,1872,9
1554,1899,9
1554,1899,9
71,1904,9
71,1904,9
782,1914,9
782,1914,9
22566,1918,9
22566,1918,9
22566,1918,9
1217,1920,9
45382,1932,9
6492,1947,9
1306,1959,9
20580,1964,9
6321,1990,9
31312,1991,9
31304,1992,9
1264,1995,9
1263,1996,9
617,2011,9
31307,2041,9
1362,2053,9
1465,2067,9
20432,2068,9
38460,2082,9
1382,2103,9
6473,2105,9
6474,2110,9
38472,2118,9
6470,2122,9
38474,2127,9
1378,2152,9
1380,2164,9
38485,2172,9
1383,2183,9
6472,2184,9
38491,2192,9
6476,2197,9
1379,2208,9
1376,2209,9
1376,2209,9
1381,2210,9
1369,2216,9
1412,2245,9
46857,2267,9
38448,2317,9
6516,2326,9
6516,2326,9
1411,2344,9
6515,2346,9
34718,2485,9
1215,2490,9
1753,2496,9
1343,2505,9
34723,2508,9
6381,2527,9
1305,2537,9
1304,2538,9
6382,2540,9
6382,2540,9
30597,2548,9
1426,2585,9
1421,2598,9
1423,2605,9
6528,2610,9
1056,2612,9
1056,2612,9
6525,2614,9
6526,2630,9
1428,2633,9
1428,2633,9
1422,2634,9
6538,2645,9
1429,2647,9
5771,2649,9
6530,2651,9
6532,2657,9
34930,2664,9
1424,2665,9
6523,2666,9
6534,2678,9
1419,2680,9
6533,2689,9
6537,2710,9
34904,2717,9
1136,2733,9
489,2738,9
489,2738,9
1140,2742,9
1140,2742,9
1140,2742,9
1140,2742,9
22002,2767,9
768,2771,9
6173,2774,9
6172,2788,9
1134,2797,9
6578,2822,9
1400,2935,9
1401,2971,9
2532,3008,9
2532,3008,9
2532,3008,9
1357,3024,9
1357,3024,9
31663,3026,9
1277,3027,9
6218,3060,9
1454,3097,9
1454,3097,9
6469,3128,9
1373,3130,9
1372,3138,9
1375,3140,9
6573,3151,9
1778,3163,9
1103,3171,9
1103,3171,9
40926,3175,9
497,3179,9
1267,3180,9
21764,3181,9
1501,3187,9
26299,3257,9
1410,3278,9
1110,3294,9
1110,3294,9
1106,3303,9
732,3314,9
732,3314,9
1148,3320,9
1148,3320,9
39056,3321,9
6219,3346,9
1430,3348,9
26689,3356,9
46863,3361,9
1495,3365,9
1495,3365,9
1292,3397,9
29120,3401,9
6353,3402,9
6365,3405,9
29292,3409,9
6355,3422,9
6348,3447,9
29171,3450,9
1296,3464,9
29162,3465,9
6350,3477,9
1294,3484,9
1297,3495,9
6356,3500,9
6344,3503,9
29167,3506,9
6347,3515,9
1295,3530,9
6371,3532,9
1282,3539,9
1282,3539,9
1300,3543,9
6354,3568,9
29174,3569,9
1285,3586,9
1281,3590,9
1301,3591,9
1280,3608,9
6352,3645,9
1286,3650,9
29152,3669,9
29178,3670,9
6377,3677,9
6351,3678,9
6349,3679,9
6358,3684,9
6369,3722,9
1288,3725,9
1289,3727,9
6341,3728,9
6363,3744,9
6362,3745,9
6357,3747,9
29138,3757,9
6364,3781,9
1298,3784,9
6368,3785,9
6359,3787,9
29139,3795,9
6275,3797,9
1299,3807,9
1299,3807,9
1146,3855,9
1146,3855,9
1283,3880,9
1138,3882,9
1172,3901,9
1172,3901,9
1466,3945,9
716,3985,9
716,3985,9
1481,3991,9
1483,4003,9
1484,4011,9
50182,4017,9
6587,4018,9
50167,4039,9
714,4041,9
6592,4048,9
6590,4053,9
6593,4061,9
50204,4071,9
6591,4078,9
50183,4093,9
50171,4100,9
6588,4113,9
6589,4115,9
1482,4118,9
6594,4123,9
50193,4136,9
1089,4139,9
50203,4140,9
6586,4147,9
1211,4167,9
1211,4167,9
390,4171,9
1271,4173,9
1269,4176,9
6332,4186,9
6335,4209,9
1274,4212,9
31686,4215,9
1275,4219,9
6327,4230,9
6324,4244,9
1270,4247,9
6331,4249,9
1266,4271,9
1273,4285,9
1273,4285,9
1273,4285,9
6338,4291,9
20430,4329,9
39586,4376,9
6497,4377,9
39581,4384,9
1396,4389,9
39550,4404,9
6495,4412,9
1397,4428,9
1395,4431,9
1503,4450,9
45080,4482,9
6507,4492,9
6541,4500,9
6366,4506,9
1416,4516,9
1496,4517,9
27080,4534,9
1201,4535,9
1199,4536,9
27082,4539,9
27081,4559,9
1200,4571,9
1203,4575,9
1202,4586,9
27095,4595,9
1398,4618,9
40944,4620,9
1399,4643,9
6500,4658,9
40292,4699,9
1365,4720,9
40271,4739,9
40293,4739,9
1366,4747,9
6466,4756,9
40255,4757,9
1363,4760,9
1133,4774,9
1132,4783,9
1131,4784,9
1131,4784,9
1046,4789,9
1046,4789,9
682,4791,9
6514,4812,9
42849,4813,9
1213,4832,9
6269,4837,9
25270,4840,9
25272,4843,9
6267,4876,9
20214,4878,9
1214,4894,9
40074,4912,9
1115,4926,9
1115,4926,9
308,4928,9
308,4928,9
6154,4933,9
1120,4936,9
296,4943,9
296,4943,9
1119,4967,9
6159,4970,9
1126,4980,9
6170,4987,9
20720,5020,9
6161,5033,9
1112,5034,9
20723,5038,9
6164,5040,9
5813,5045,9
1109,5052,9
1111,5061,9
6160,5063,9
20754,5067,9
1121,5070,9
20750,5082,9
20743,5083,9
1124,5118,9
1122,5123,9
6162,5126,9
1113,5135,9
1116,5137,9
1125,5139,9
1118,5141,9
20742,5161,9
6166,5167,9
1117,5169,9
6156,5170,9
21399,5188,9
775,5198,9
775,5198,9
6384,5204,9
1487,5218,9
6575,5270,9
44431,5310,9
1894,5333,9
1894,5333,9
1459,5345,9
6518,5353,9
41570,5354,9
27452,5377,9
1611,5378,9
27455,5383,9
1207,5391,9
1208,5394,9
1208,5394,9
1208,5394,9
1206,5395,9
1166,5399,9
1128,5411,9
44173,5413,9
38496,5447,9
6380,5500,9
35579,5554,9
20217,5565,9
1498,5570,9
6165,5629,9
1367,5647,9
1493,5665,9
1502,5671,9
38493,5674,9
580,5682,9
1221,5692,9
24142,5740,9
1147,5755,9
1145,5771,9
1427,5785,9
6188,5787,9
6188,5787,9
1359,5810,9
1359,5810,9
1394,5811,9
851,5837,9
6248,5871,9
1216,5893,9
21400,5904,9
6270,5910,9
6272,5920,9
6271,5926,9
26798,5936,9
6178,5958,9
20207,5962,9
6179,5964,9
20209,5966,9
41838,5974,9
1386,6015,9
1387,6032,9
6328,6041,9
6520,6044,9
1414,6044,9
6278,6076,9
30935,6256,9
30935,6256,9
1349,6271,9
6436,6280,9
6442,6293,9
1348,6294,9
30201,6304,9
6440,6315,9
1347,6326,9
6421,6381,9
36061,6392,9
36059,6399,9
1339,6410,9
36033,6413,9
6423,6415,9
1341,6427,9
1336,6460,9
1338,6471,9
1334,6474,9
48078,6555,9
1184,6563,9
23598,6567,9
23601,6575,9
1182,6578,9
820,6589,9
23734,6595,9
23727,6596,9
23743,6597,9
6220,6616,9
1183,6624,9
942,6629,9
1181,6632,9
6519,6636,9
1230,6666,9
6288,6674,9
31654,6677,9
6294,6685,9
6282,6700,9
1241,6704,9
1238,6705,9
6298,6713,9
6292,6724,9
1240,6739,9
36849,6753,9
36765,6754,9
1244,6763,9
36750,6772,9
1232,6773,9
36756,6782,9
1231,6801,9
36863,6817,9
1234,6840,9
1234,6840,9
1229,6841,9
1237,6849,9
893,6862,9
893,6862,9
1242,6866,9
6287,6901,9
36836,6910,9
36869,6911,9
1236,6941,9
1330,6967,9
5728,6975,9
1324,6979,9
6416,6993,9
6391,6995,9
32227,7021,9
1327,7024,9
1326,7039,9
6400,7042,9
1311,7045,9
6389,7056,9
1331,7075,9
6413,7083,9
32199,7089,9
1313,7097,9
6402,7098,9
1458,7099,9
1320,7112,9
6397,7122,9
1328,7135,9
1318,7150,9
1323,7152,9
1316,7159,9
32193,7190,9
1322,7210,9
6393,7215,9
1333,7221,9
6419,7227,9
1315,7240,9
1315,7240,9
6399,7247,9
6483,7253,9
32197,7265,9
32195,7280,9
1321,7291,9
6394,7308,9
1332,7321,9
6405,7324,9
6411,7325,9
6395,7360,9
1319,7375,9
1279,7387,9
6392,7393,9
6401,7419,9
1314,7434,9
1314,7434,9
1361,7438,9
1932,7447,9
1932,7447,9
1310,7451,9
180,7476,9
180,7476,9
46855,7528,9
1500,7652,9
449,7672,9
449,7672,9
449,7672,9
36607,7688,9
6300,7689,9
1254,7790,9
1255,7800,9
1246,7802,9
1246,7802,9
1246,7802,9
1251,7816,9
6301,7837,9
1248,7845,9
33568,7849,9
33580,7863,9
899,7872,9
6303,7873,9
6309,7878,9
1261,7890,9
6308,7900,9
1259,7946,9
33585,7974,9
1258,7976,9
1252,7989,9
6306,7996,9
1262,8029,9
6310,8039,9
1186,8069,9
6222,8071,9
1194,8073,9
6227,8076,9
1197,8086,9
822,8087,9
822,8087,9
1196,8103,9
1193,8110,9
1190,8111,9
6229,8115,9
6224,8123,9
28079,8133,9
6230,8135,9
28043,8139,9
6226,8146,9
1189,8151,9
6234,8162,9
6228,8170,9
27969,8173,9
6221,8183,9
6233,8213,9
28076,8214,9
28051,8215,9
1188,8237,9
28084,8242,9
28088,8244,9
550,8255,9
1191,8256,9
829,8284,9
1187,8295,9
1195,8304,9
6231,8311,9
382,8332,9
6176,8377,9
20344,8382,9
325,8383,9
20348,8389,9
1287,8397,9
6461,8408,9
6462,8416,9
30975,8429,9
30974,8431,9
1220,8436,9
27655,8460,9
6444,8465,9
1405,8496,9
1409,8512,9
1408,8524,9
6512,8543,9
180,8544,9
1404,8580,9
6511,8624,9
1406,8648,9
1403,8665,9
28593,8700,9
1457,8755,9
42043,8840,9
1455,8888,9
6570,8895,9
1499,8930,9
1499,8930,9
1105,8967,9
1239,8968,9
1180,8975,9
1176,8998,9
1176,8998,9
6210,9008,9
1204,9027,9
1174,9031,9
1178,9034,9
1178,9034,9
22880,9041,9
22887,9042,9
22871,9048,9
1175,9058,9
22882,9060,9
6209,9062,9
53173,9062,9
6211,9064,9
6211,9064,9
1177,9083,9
6206,9086,9
6208,9092,9
1173,9101,9
6216,9116,9
27667,9126,9
1360,9138,9
39075,9139,9
1144,9175,9
1142,9176,9
6174,9189,9
1141,9196,9
30812,9196,9
1143,9197,9
36876,9208,9
1127,9423,9
1265,9428,9
6322,9429,9
36557,9451,9
1384,9461,9
41397,9462,9
1470,9520,9
1471,9532,9
27902,9566,9
842,9567,9
1489,9581,9
1490,9590,9
1492,9598,9
6601,9604,9
53177,9624,9
6597,9645,9
22895,9668,9
1393,9685,9
1393,9685,9
385,9698,9
385,9698,9
6264,9700,9
1368,9714,9
1368,9714,9
45,9715,9
45,9715,9
45,9715,9
27820,9733,9
271,9751,9
271,9751,9
271,9751,9
1061,9753,9
1486,9825,9
1485,9828,9
1672,8,10
1672,8,10
1672,8,10
6950,11,10
1797,21,10
1803,23,10
1801,25,10
1796,27,10
6947,35,10
1800,36,10
6949,39,10
1798,41,10
1802,47,10
6951,49,10
1799,68,10
37692,70,10
1804,76,10
1370,80,10
28740,95,10
6894,97,10
6898,102,10
6895,122,10
6890,125,10
6892,139,10
28747,164,10
28735,165,10
1757,189,10
28749,193,10
6893,194,10
6900,215,10
6889,220,10
1023,221,10
1754,222,10
7049,247,10
1876,257,10
7052,280,10
7030,297,10
7042,301,10
7041,318,10
7027,321,10
7028,337,10
7051,358,10
7050,360,10
7039,380,10
7033,384,10
7032,397,10
45582,398,10
7043,412,10
7047,414,10
7034,428,10
7036,457,10
7048,462,10
1882,486,10
45568,487,10
1870,489,10
1870,489,10
7025,516,10
1877,527,10
7053,535,10
1868,547,10
7045,558,10
7054,560,10
45579,568,10
1872,580,10
1883,584,10
1884,592,10
45554,601,10
1874,610,10
1866,611,10
7024,612,10
1878,614,10
45573,618,10
45621,623,10
1869,648,10
45590,658,10
1453,667,10
1871,676,10
1873,679,10
1881,688,10
1880,693,10
7044,699,10
27127,721,10
1747,730,10
6878,753,10
20221,776,10
1563,815,10
1561,837,10
1575,849,10
1568,854,10
1154,855,10
1556,877,10
24219,882,10
1574,890,10
6658,899,10
1573,911,10
6649,922,10
1555,928,10
24258,931,10
1557,934,10
1569,947,10
1571,959,10
1566,976,10
47789,1012,10
1916,1016,10
50661,1016,10
47792,1023,10
7101,1062,10
6810,1066,10
1137,1068,10
1272,1088,10
1272,1088,10
50750,1092,10
50735,1092,10
1630,1098,10
50749,1116,10
7110,1122,10
1923,1123,10
50752,1125,10
7112,1135,10
1922,1143,10
7109,1164,10
1924,1166,10
1928,1175,10
1929,1176,10
7108,1188,10
1930,1210,10
1931,1216,10
1631,1224,10
26320,1227,10
873,1228,10
873,1228,10
1632,1237,10
26329,1240,10
1925,1248,10
1925,1248,10
1227,1249,10
1227,1249,10
1222,1251,10
4151,1277,10
4151,1277,10
153,1322,10
153,1322,10
31191,1327,10
49558,1403,10
1907,1491,10
1905,1514,10
1906,1563,10
1900,1564,10
1908,1573,10
7095,1579,10
1904,1604,10
1648,1614,10
51510,1633,10
51497,1641,10
1903,1645,10
1909,1664,10
1901,1677,10
1902,1704,10
19912,1739,10
23500,1756,10
7020,1770,10
1959,1844,10
1942,1851,10
557,1871,10
557,1871,10
33552,1878,10
1958,1882,10
1554,1899,10
1554,1899,10
22566,1918,10
22566,1918,10
22566,1918,10
108,1919,10
108,1919,10
729,1924,10
729,1924,10
1682,1933,10
35761,1950,10
35764,1965,10
6699,1976,10
1776,1979,10
1669,1994,10
41605,2013,10
6766,2017,10
31339,2023,10
1670,2026,10
31328,2045,10
31331,2059,10
45711,2075,10
276,2086,10
276,2086,10
1780,2089,10
6965,2109,10
38530,2114,10
6925,2121,10
6929,2128,10
42855,2132,10
38495,2134,10
6932,2142,10
6931,2168,10
6923,2174,10
6927,2181,10
6930,2195,10
6922,2196,10
38536,2198,10
1783,2200,10
38505,2205,10
1836,2238,10
1835,2239,10
46875,2239,10
46871,2254,10
46881,2255,10
46866,2260,10
1953,2270,10
727,2315,10
1834,2323,10
7006,2329,10
6876,2330,10
7005,2332,10
7136,2366,10
1745,2476,10
1745,2476,10
6627,2483,10
22461,2492,10
22461,2492,10
22461,2492,10
1753,2496,10
34727,2510,10
1710,2524,10
30630,2546,10
1956,2557,10
1847,2606,10
1056,2612,10
1056,2612,10
1852,2613,10
1857,2623,10
7018,2627,10
7014,2631,10
7019,2644,10
1772,2645,10
34885,2653,10
7017,2656,10
7016,2668,10
7015,2687,10
1845,2693,10
34982,2705,10
34978,2725,10
6636,2736,10
22056,2737,10
6633,2739,10
1548,2743,10
1545,2753,10
6637,2760,10
1549,2763,10
1941,2781,10
769,2782,10
769,2782,10
1547,2793,10
1546,2795,10
22018,2802,10
6797,2803,10
24231,2805,10
1839,2807,10
6971,2880,10
6972,2887,10
43200,2928,10
43202,2944,10
43205,2960,10
1816,2995,10
6975,2998,10
20355,3001,10
1623,3011,10
1623,3011,10
27294,3017,10
31663,3026,10
20436,3034,10
6651,3041,10
1560,3042,10
21355,3045,10
1911,3075,10
1885,3094,10
41882,3107,10
7057,3109,10
7058,3113,10
39290,3122,10
39283,3125,10
1779,3129,10
30986,3129,10
39292,3131,10
39293,3134,10
6921,3136,10
1777,3137,10
39287,3142,10
39284,3145,10
7081,3152,10
7082,3155,10
1778,3163,10
7139,3182,10
6955,3185,10
6955,3185,10
6721,3190,10
44926,3202,10
56014,3205,10
1954,3242,10
1536,3260,10
1536,3260,10
43060,3281,10
1832,3284,10
1610,3291,10
1610,3291,10
1957,3301,10
1505,3304,10
52836,3309,10
732,3314,10
732,3314,10
31707,3318,10
39056,3321,10
26337,3330,10
45630,3332,10
1430,3348,10
1583,3354,10
1583,3354,10
6911,3355,10
6683,3359,10
1702,3391,10
1504,3393,10
1504,3393,10
1704,3407,10
1692,3412,10
6784,3419,10
6783,3439,10
6777,3440,10
1694,3458,10
1693,3463,10
1708,3498,10
1701,3520,10
1706,3535,10
1691,3545,10
1705,3546,10
29182,3556,10
6804,3558,10
1703,3584,10
1700,3594,10
1699,3599,10
5986,3615,10
6788,3616,10
6790,3617,10
1286,3650,10
1690,3653,10
1695,3664,10
29230,3665,10
1688,3688,10
29185,3698,10
6778,3699,10
1687,3710,10
6789,3713,10
29228,3717,10
29231,3737,10
6795,3738,10
1859,3740,10
1686,3771,10
6793,3777,10
6792,3801,10
6787,3825,10
1698,3840,10
1625,3844,10
1625,3844,10
1823,3852,10
1146,3855,10
1146,3855,10
6909,3861,10
19970,3863,10
7035,3864,10
25093,3891,10
1576,3903,10
1577,3907,10
6667,3912,10
1567,3914,10
1567,3914,10
49032,3917,10
1914,3919,10
1915,3928,10
7100,3933,10
7099,3942,10
1933,3986,10
7124,3993,10
50223,3995,10
1934,4008,10
7116,4020,10
7125,4026,10
7127,4036,10
7121,4058,10
50225,4070,10
1935,4072,10
7126,4103,10
7117,4109,10
50229,4112,10
7119,4125,10
7120,4133,10
50214,4144,10
50221,4160,10
7118,4161,10
1674,4170,10
1674,4170,10
1677,4179,10
1675,4182,10
1676,4188,10
31722,4234,10
6772,4243,10
20761,4256,10
6767,4262,10
6770,4265,10
6768,4268,10
50767,4275,10
6769,4278,10
1673,4280,10
1673,4280,10
1539,4282,10
1683,4290,10
1685,4293,10
6776,4294,10
354,4313,10
20655,4313,10
20655,4313,10
762,4323,10
29197,4327,10
1696,4330,10
1696,4330,10
482,4349,10
482,4349,10
482,4349,10
6954,4370,10
6960,4379,10
6956,4391,10
39610,4392,10
1810,4400,10
1807,4416,10
1808,4422,10
1809,4429,10
1809,4429,10
6958,4434,10
39601,4436,10
6962,4440,10
1537,4441,10
6985,4477,10
1713,4481,10
1817,4483,10
1860,4501,10
30040,4515,10
6905,4525,10
40180,4525,10
40177,4529,10
1604,4533,10
1604,4533,10
6696,4538,10
1609,4542,10
1945,4545,10
27137,4550,10
6698,4551,10
1605,4558,10
27075,4565,10
1608,4566,10
1608,4566,10
6697,4570,10
1602,4572,10
843,4576,10
843,4576,10
843,4576,10
1607,4578,10
7871,4580,10
7871,4580,10
27111,4583,10
1603,4592,10
1606,4606,10
1917,4609,10
40963,4611,10
40956,4617,10
6968,4626,10
6967,4633,10
6966,4640,10
1813,4654,10
6963,4657,10
40959,4660,10
1765,4672,10
1765,4672,10
1766,4674,10
40300,4676,10
40333,4685,10
40314,4708,10
6916,4709,10
35606,4710,10
1770,4715,10
1773,4721,10
6913,4725,10
6914,4736,10
40271,4739,10
1774,4749,10
40298,4753,10
1768,4754,10
40283,4755,10
40297,4765,10
21769,4775,10
21767,4780,10
7004,4800,10
1833,4801,10
6999,4803,10
7002,4806,10
42866,4810,10
7003,4814,10
6710,4832,10
25306,4846,10
1624,4878,10
25284,4891,10
23863,4914,10
1513,4945,10
6606,4949,10
1532,4964,10
6603,4974,10
1524,4977,10
1521,4982,10
6614,4986,10
6617,4988,10
6615,4991,10
1535,5012,10
1525,5015,10
745,5017,10
1518,5021,10
6607,5026,10
31333,5047,10
1517,5051,10
1528,5054,10
2454,5059,10
1534,5071,10
1533,5072,10
1506,5079,10
1507,5089,10
1522,5094,10
6611,5098,10
1526,5113,10
1530,5114,10
20790,5125,10
20802,5132,10
741,5138,10
20809,5150,10
6619,5151,10
1516,5152,10
1510,5156,10
6604,5171,10
6618,5173,10
1519,5176,10
21399,5188,10
1781,5189,10
1781,5189,10
6701,5209,10
9323,5216,10
9323,5216,10
1712,5227,10
44453,5230,10
1082,5234,10
1898,5239,10
7083,5245,10
1897,5260,10
44470,5266,10
7090,5285,10
1896,5286,10
7092,5298,10
7084,5300,10
1895,5302,10
44448,5320,10
1894,5333,10
1894,5333,10
44475,5339,10
41574,5350,10
1837,5352,10
6815,5362,10
6813,5365,10
1611,5378,10
1612,5379,10
27467,5388,10
6700,5389,10
27472,5407,10
1613,5409,10
1684,5418,10
1863,5419,10
1865,5420,10
1865,5420,10
944,5421,10
23864,5439,10
235,5439,10
235,5439,10
38496,5447,10
38521,5447,10
49345,5457,10
49348,5476,10
6806,5498,10
35590,5517,10
35591,5528,10
6808,5545,10
6807,5548,10
6805,5549,10
401,5556,10
401,5556,10
1493,5665,10
1502,5671,10
1531,5684,10
1629,5689,10
7138,5697,10
1551,5765,10
1540,5783,10
