楷書編號(網址),小篆編號,筆畫
1960,5789,10
55832,5796,10
55832,5796,10
55832,5796,10
1620,5820,10
6705,5821,10
40960,5843,10
1616,5844,10
1616,5844,10
1619,5849,10
25724,5854,10
1618,5857,10
25708,5860,10
1627,5895,10
1626,5903,10
6712,5931,10
6713,5942,10
1791,5951,10
20230,5960,10
20232,5961,10
1553,5963,10
6642,5969,10
30043,5977,10
6940,5982,10
1789,6013,10
1792,6023,10
6936,6025,10
1786,6031,10
35914,6040,10
1913,6080,10
1912,6084,10
7098,6091,10
1955,6104,10
1955,6104,10
1955,6104,10
33224,6155,10
1538,6262,10
6442,6293,10
30255,6322,10
1858,6327,10
6883,6333,10
668,6334,10
36705,6334,10
6886,6337,10
1748,6343,10
1752,6352,10
7073,6360,10
1854,6377,10
1744,6391,10
6860,6395,10
36089,6407,10
6858,6418,10
1741,6422,10
21560,6428,10
2054,6436,10
36092,6444,10
36070,6453,10
36077,6454,10
36088,6464,10
30823,6484,10
6857,6487,10
1743,6494,10
6848,6556,10
22923,6583,10
6684,6584,10
863,6588,10
23747,6593,10
1775,6625,10
1585,6633,10
1586,6635,10
6970,6651,10
726,6661,10
30938,6665,10
1230,6666,10
1640,6669,10
6728,6695,10
1638,6706,10
1637,6708,10
1639,6714,10
6723,6718,10
1642,6741,10
6730,6756,10
36750,6772,10
36921,6777,10
6725,6784,10
1644,6796,10
1634,6810,10
6727,6813,10
6726,6837,10
6719,6839,10
1237,6849,10
1645,6851,10
1633,6881,10
1641,6897,10
1636,6906,10
36913,6913,10
1635,6918,10
6720,6922,10
1646,6942,10
1726,6955,10
6856,6956,10
6843,6963,10
1722,6968,10
1719,6972,10
6833,6980,10
6830,7049,10
1724,7052,10
6834,7063,10
32279,7086,10
6824,7091,10
1725,7094,10
1727,7103,10
1320,7112,10
641,7120,10
1733,7127,10
1730,7141,10
1734,7153,10
32300,7170,10
1737,7195,10
1738,7198,10
6844,7202,10
1723,7206,10
648,7258,10
1739,7285,10
6836,7288,10
1721,7302,10
6841,7309,10
6839,7326,10
1731,7334,10
6826,7353,10
1732,7373,10
6821,7380,10
6831,7382,10
1718,7388,10
1720,7397,10
1736,7429,10
1729,7435,10
1729,7435,10
1932,7447,10
1932,7447,10
1552,7454,10
1552,7454,10
1853,7458,10
51127,7467,10
6628,7471,10
1541,7472,10
1542,7473,10
1544,7475,10
180,7476,10
180,7476,10
21704,7480,10
1649,7682,10
45384,7686,10
6736,7687,10
54299,7739,10
1944,7740,10
1842,7755,10
7603,7756,10
1843,7758,10
41614,7779,10
7012,7781,10
27580,7786,10
1650,7791,10
1246,7802,10
1246,7802,10
1246,7802,10
6753,7807,10
1665,7813,10
1651,7817,10
1654,7829,10
33634,7840,10
6747,7852,10
1660,7858,10
6745,7864,10
6748,7869,10
6743,7894,10
33554,7907,10
6763,7914,10
1655,7921,10
1653,7925,10
6750,7937,10
6746,7939,10
33652,7953,10
1661,7959,10
1258,7976,10
6757,7980,10
6741,7988,10
1666,8007,10
1656,8026,10
6764,8031,10
6738,8036,10
6737,8040,10
29190,8040,10
1662,8042,10
1668,8060,10
1855,8066,10
1593,8070,10
1594,8092,10
1595,8107,10
28128,8113,10
1597,8124,10
28138,8153,10
6685,8157,10
6221,8183,10
1591,8191,10
6687,8192,10
1592,8194,10
6689,8203,10
1587,8212,10
1599,8220,10
28115,8243,10
28139,8264,10
28111,8273,10
2037,8279,10
2037,8279,10
28098,8280,10
28112,8281,10
6691,8298,10
1590,8309,10
35521,8328,10
2700,8362,10
2700,8362,10
5405,8380,10
5405,8380,10
1550,8387,10
20359,8391,10
6908,8413,10
30992,8418,10
6907,8419,10
27676,8437,10
27681,8462,10
1600,8468,10
1824,8477,10
47105,8481,10
6989,8489,10
1829,8500,10
1818,8501,10
6994,8510,10
1821,8520,10
1827,8521,10
180,8544,10
1899,8577,10
6990,8589,10
6992,8594,10
6988,8595,10
1825,8607,10
6995,8613,10
7046,8659,10
1831,8664,10
6993,8669,10
1830,8684,10
25301,8696,10
28593,8700,10
47127,8706,10
1826,8715,10
1822,8729,10
2755,8735,10
28599,8737,10
7666,8742,10
1888,8744,10
7061,8759,10
7080,8774,10
7069,8780,10
1890,8812,10
42081,8816,10
1892,8817,10
7066,8825,10
42052,8826,10
7063,8838,10
1891,8858,10
7060,8866,10
1889,8902,10
1889,8902,10
1886,8916,10
7062,8926,10
22932,8976,10
6671,9004,10
22916,9011,10
6676,9030,10
6669,9042,10
6680,9051,10
1175,9058,10
1578,9066,10
1581,9080,10
6674,9082,10
22920,9088,10
1758,9099,10
2501,9117,10
2501,9117,10
7218,9118,10
7218,9118,10
7218,9118,10
1761,9132,10
1760,9137,10
6910,9141,10
1764,9148,10
1762,9149,10
1762,9149,10
39086,9152,10
22337,9168,10
6640,9174,10
1092,9211,10
1092,9211,10
1939,9233,10
22036,9436,10
1671,9443,10
1918,9464,10
7107,9479,10
48128,9487,10
1919,9496,10
48124,9503,10
7106,9506,10
1489,9581,10
53190,9587,10
53209,9588,10
1490,9590,10
7134,9591,10
7135,9592,10
22892,9607,10
1951,9610,10
1949,9625,10
53197,9631,10
1950,9641,10
1948,9644,10
53187,9658,10
1368,9714,10
1368,9714,10
27824,9717,10
27828,9735,10
196,9743,10
196,9743,10
1921,9745,10
271,9751,10
271,9751,10
271,9751,10
1936,9756,10
7129,9770,10
1937,9781,10
48590,9782,10
1938,9784,10
7130,9811,10
2288,18,11
2290,30,11
7539,32,11
7536,34,11
7538,44,11
37720,57,11
7534,74,11
7490,94,11
2256,104,11
7491,119,11
2257,147,11
49037,149,11
28728,163,11
28747,164,11
28781,175,11
28691,183,11
2254,198,11
28767,199,11
6460,202,11
7493,203,11
1307,236,11
2349,241,11
2356,245,11
7648,250,11
2352,252,11
2357,269,11
2348,271,11
45649,292,11
7030,297,11
7637,306,11
45675,309,11
2341,329,11
7636,338,11
7639,356,11
7641,362,11
7626,387,11
45582,398,11
45692,419,11
45565,426,11
2353,433,11
7645,439,11
7638,453,11
7635,462,11
45847,472,11
7627,475,11
7628,488,11
2345,494,11
7644,495,11
2344,512,11
7629,517,11
45716,522,11
7654,533,11
45693,603,11
45736,609,11
45672,613,11
7643,615,11
2340,638,11
45653,655,11
1453,667,11
2355,668,11
45717,671,11
7646,689,11
2347,701,11
2346,702,11
2098,722,11
36892,722,11
1418,725,11
7472,737,11
33239,740,11
33243,742,11
2246,754,11
7474,755,11
7473,766,11
7183,796,11
2014,803,11
2019,811,11
7181,830,11
24346,833,11
7303,837,11
2008,842,11
2010,843,11
2006,844,11
2002,847,11
7184,861,11
2007,889,11
2018,892,11
7182,910,11
2012,916,11
51572,920,11
7192,925,11
24314,939,11
2001,952,11
2015,953,11
51132,958,11
2013,961,11
2017,963,11
47800,985,11
7715,1014,11
1916,1016,11
47792,1023,11
7713,1025,11
47813,1030,11
2409,1104,11
2413,1113,11
2408,1120,11
7110,1122,11
2415,1129,11
2405,1133,11
2090,1134,11
2406,1152,11
7733,1160,11
2407,1167,11
7730,1168,11
50778,1169,11
7729,1172,11
2410,1177,11
50771,1178,11
1086,1179,11
1086,1179,11
2412,1195,11
2416,1198,11
2414,1217,11
2404,1220,11
873,1228,11
873,1228,11
26348,1241,11
2995,1242,11
1925,1248,11
1925,1248,11
2089,1253,11
2089,1253,11
7300,1254,11
2093,1257,11
2370,1266,11
7679,1274,11
49598,1364,11
7719,1376,11
49597,1403,11
49605,1404,11
7718,1405,11
7716,1406,11
7717,1409,11
179,1428,11
179,1428,11
1998,1449,11
1998,1449,11
1998,1449,11
1998,1449,11
7559,1452,11
20121,1463,11
20122,1467,11
2384,1480,11
51600,1485,11
2380,1505,11
51593,1519,11
51592,1520,11
51585,1539,11
2388,1541,11
2385,1558,11
1908,1573,11
2381,1575,11
2383,1580,11
7187,1586,11
51548,1625,11
6580,1630,11
6580,1630,11
7705,1660,11
51573,1671,11
2386,1672,11
7704,1702,11
2382,1724,11
2443,1733,11
2444,1734,11
6276,1750,11
6276,1750,11
2268,1768,11
7770,1799,11
1986,1827,11
56020,1858,11
7569,1864,11
1335,1872,11
1335,1872,11
7207,1875,11
2047,1876,11
33552,1878,11
7708,1879,11
20890,1899,11
1997,1901,11
22577,1902,11
2085,1917,11
2166,1935,11
2166,1935,11
2024,1941,11
35770,1952,11
35778,1953,11
3067,1957,11
35771,1958,11
2198,1966,11
2198,1966,11
2198,1966,11
2198,1966,11
2056,1973,11
2055,1975,11
274,1978,11
274,1978,11
274,1978,11
31017,1983,11
2154,1986,11
2155,1989,11
31350,2005,11
31369,2008,11
2157,2012,11
2151,2020,11
7355,2021,11
2398,2023,11
2153,2031,11
2153,2031,11
2048,2033,11
7170,2035,11
20237,2046,11
2158,2049,11
2156,2055,11
2152,2062,11
2152,2062,11
2152,2062,11
2079,2074,11
45711,2075,11
2245,2081,11
2245,2081,11
2281,2087,11
7521,2090,11
38565,2113,11
7520,2137,11
7518,2144,11
38551,2153,11
2279,2161,11
7523,2170,11
7514,2176,11
2284,2177,11
38623,2180,11
38580,2185,11
7515,2201,11
7513,2202,11
2283,2203,11
1376,2209,11
1376,2209,11
2324,2229,11
46897,2244,11
7597,2250,11
7591,2253,11
7596,2261,11
2323,2266,11
2440,2275,11
30284,2276,11
52842,2299,11
7769,2301,11
23636,2307,11
7588,2324,11
7589,2328,11
1047,2345,11
1047,2345,11
2448,2357,11
2241,2478,11
2267,2480,11
2187,2482,11
2187,2482,11
2187,2482,11
7485,2497,11
2150,2502,11
34741,2506,11
34741,2506,11
2592,2512,11
2592,2512,11
2592,2512,11
22583,2516,11
30649,2527,11
23183,2529,11
2330,2590,11
2333,2591,11
7611,2599,11
7610,2608,11
7617,2611,11
6525,2614,11
7608,2626,11
2331,2640,11
7607,2641,11
40342,2643,11
35038,2652,11
2328,2672,11
2332,2673,11
7605,2677,11
20831,2710,11
35046,2712,11
7615,2723,11
35061,2726,11
43255,2728,11
22072,2732,11
1984,2741,11
1548,2743,11
7172,2744,11
1985,2752,11
1985,2752,11
51342,2824,11
51336,2828,11
51337,2840,11
7553,2866,11
2295,2867,11
7548,2883,11
2298,2885,11
2301,2893,11
7560,2896,11
7551,2909,11
7176,2925,11
7562,2934,11
2294,2952,11
7561,2955,11
7556,2964,11
7557,2965,11
2300,2966,11
2299,2972,11
2296,2981,11
2263,3021,11
2172,3031,11
7386,3079,11
7659,3093,11
41905,3095,11
7660,3096,11
1454,3097,11
1454,3097,11
2359,3106,11
41894,3108,11
2278,3123,11
39302,3125,11
43231,3146,11
35610,3167,11
723,3175,11
1267,3180,11
44926,3202,11
2261,3274,11
43059,3276,11
43066,3283,11
732,3314,11
732,3314,11
1148,3320,11
1148,3320,11
24306,3326,11
24306,3326,11
2451,3331,11
6219,3346,11
3002,3350,11
2193,3399,11
7375,3400,11
2190,3403,11
29292,3409,11
7371,3411,11
7374,3428,11
2178,3444,11
7377,3453,11
2177,3478,11
29289,3480,11
2188,3481,11
7395,3490,11
1297,3495,11
2196,3512,11
2183,3518,11
2184,3524,11
7365,3533,11
1691,3545,11
2192,3554,11
2186,3561,11
7364,3566,11
959,3573,11
1699,3599,11
7378,3605,11
7381,3620,11
7393,3624,11
7387,3638,11
2182,3643,11
7373,3657,11
7388,3658,11
7757,3668,11
7376,3669,11
29280,3676,11
7369,3685,11
6778,3699,11
2176,3715,11
7379,3726,11
29287,3734,11
2181,3741,11
7366,3755,11
2175,3766,11
2175,3766,11
7367,3776,11
2195,3791,11
2185,3799,11
7380,3802,11
2194,3813,11
2191,3815,11
2179,3837,11
22591,3839,11
1823,3852,11
2264,3858,11
2073,3874,11
23432,3875,11
7383,3876,11
2021,3897,11
2020,3900,11
2394,3920,11
2392,3956,11
2391,3959,11
2395,3963,11
2846,3964,11
2396,3965,11
716,3985,11
716,3985,11
2421,3987,11
50116,4000,11
25771,4000,11
2119,4005,11
50182,4017,11
2419,4019,11
7735,4059,11
7741,4081,11
717,4089,11
7737,4092,11
50123,4099,11
7740,4108,11
7736,4114,11
50252,4116,11
7734,4124,11
2420,4131,11
7739,4132,11
50255,4146,11
50130,4149,11
50263,4153,11
7362,4175,11
2168,4177,11
7359,4187,11
31747,4191,11
2167,4199,11
2170,4204,11
31732,4220,11
2171,4228,11
7360,4242,11
2164,4263,11
35923,4276,11
2163,4277,11
2162,4281,11
1996,4286,11
1996,4286,11
2169,4287,11
2169,4287,11
1685,4293,11
938,4302,11
938,4302,11
35055,4303,11
22981,4317,11
2393,4320,11
7543,4369,11
2291,4381,11
39668,4394,11
39648,4403,11
45114,4405,11
2078,4407,11
39637,4414,11
39655,4433,11
45104,4446,11
2303,4460,11
45108,4461,11
2302,4463,11
45124,4469,11
2304,4490,11
7567,4491,11
2335,4498,11
61439,4501,11
2452,4510,11
2389,4515,11
40186,4524,11
2260,4530,11
2052,4579,11
7272,4584,11
2050,4587,11
7273,4605,11
7547,4616,11
2292,4642,11
2293,4647,11
40985,4651,11
7546,4652,11
1765,4672,11
1765,4672,11
2272,4686,11
7504,4695,11
7503,4726,11
2270,4728,11
7505,4737,11
2274,4741,11
2271,4743,11
7506,4745,11
40357,4759,11
7508,4762,11
1982,4782,11
20486,4788,11
42877,4795,11
51108,4795,11
7699,4827,11
2075,4841,11
2074,4845,11
7292,4847,11
25316,4849,11
2077,4855,11
20365,4855,11
2076,4856,11
44485,4862,11
25345,4888,11
25290,4902,11
2275,4906,11
2149,4917,11
1115,4926,11
1115,4926,11
20892,4938,11
7141,4944,11
1969,4956,11
2086,4957,11
20896,4960,11
1970,4973,11
7149,4985,11
7160,5002,11
7146,5007,11
1973,5014,11
1975,5029,11
7152,5041,11
1965,5050,11
1528,5054,11
1111,5061,11
7163,5066,11
1980,5069,11
20822,5075,11
7147,5084,11
20848,5088,11
1977,5093,11
1963,5109,11
20875,5120,11
1966,5130,11
1971,5158,11
1964,5181,11
1974,5186,11
1781,5189,11
1781,5189,11
1992,5192,11
2446,5195,11
21405,5196,11
775,5198,11
775,5198,11
2091,5201,11
2806,5208,11
2280,5211,11
7693,5233,11
2376,5247,11
7694,5250,11
7692,5253,11
7684,5258,11
2375,5259,11
7696,5263,11
44499,5265,11
7680,5268,11
7686,5273,11
2373,5297,11
7697,5304,11
7683,5306,11
44489,5312,11
2374,5313,11
7685,5337,11
7682,5344,11
2200,5370,11
2059,5390,11
2057,5392,11
1208,5394,11
1208,5394,11
1208,5394,11
1206,5395,11
565,5403,11
2339,5412,11
7620,5414,11
1684,5418,11
7619,5422,11
235,5439,11
235,5439,11
1981,5441,11
49374,5462,11
49362,5487,11
2197,5512,11
7405,5527,11
7404,5531,11
35611,5539,11
7402,5542,11
32119,5563,11
32119,5563,11
2445,5578,11
2445,5578,11
35013,5664,11
2088,5686,11
52358,5687,11
26562,5688,11
2087,5690,11
7624,5762,11
1990,5772,11
21366,5782,11
1991,5786,11
55832,5796,11
55832,5796,11
55832,5796,11
22488,5814,11
7276,5829,11
7275,5830,11
7289,5839,11
7287,5840,11
2053,5842,11
2063,5847,11
7277,5858,11
2067,5861,11
53234,5861,11
25844,5865,11
2060,5868,11
2068,5869,11
2066,5879,11
2069,5880,11
2064,5886,11
2082,5909,11
26844,5915,11
26842,5917,11
7297,5923,11
2080,5925,11
26845,5929,11
7293,5943,11
7177,5947,11
38022,5988,11
7524,5997,11
7710,6050,11
7709,6051,11
48915,6054,11
48948,6065,11
27358,6067,11
27358,6067,11
27358,6067,11
48903,6074,11
2390,6077,11
2390,6077,11
51181,6083,11
36122,6100,11
57234,6106,11
2450,6228,11
28195,6263,11
7481,6278,11
7476,6279,11
7475,6283,11
30275,6292,11
30231,6301,11
2248,6308,11
2249,6309,11
1978,6314,11
30278,6317,11
36136,6382,11
7456,6385,11
7457,6396,11
36131,6411,11
2054,6436,11
2289,6450,11
36070,6453,11
7463,6455,11
36127,6457,11
36125,6485,11
6857,6487,11
2243,6488,11
36897,6544,11
36132,6551,11
2397,6554,11
819,6565,11
2032,6611,11
2022,6612,11
2035,6616,11
26700,6619,11
20120,6621,11
1183,6624,11
31383,6624,11
2379,6640,11
2105,6670,11
31654,6677,11
2116,6692,11
7307,6703,11
2113,6726,11
7323,6728,11
36901,6732,11
37046,6757,11
7305,6785,11
37025,6792,11
36900,6815,11
2114,6819,11
7311,6823,11
7317,6831,11
2112,6857,11
2107,6858,11
2104,6865,11
2108,6869,11
7310,6885,11
7313,6886,11
37033,6890,11
2099,6891,11
2102,6892,11
2097,6900,11
2097,6900,11
36887,6902,11
2109,6905,11
1636,6906,11
2111,6909,11
7304,6909,11
37016,6919,11
7316,6932,11
7420,6950,11
2236,6951,11
2219,6965,11
2213,6989,11
2231,7005,11
2232,7015,11
7425,7019,11
7418,7030,11
2233,7034,11
2225,7055,11
7421,7069,11
7450,7076,11
7422,7078,11
32429,7079,11
7438,7080,11
7442,7084,11
32413,7087,11
32365,7100,11
2221,7104,11
7444,7115,11
7419,7116,11
3074,7119,11
2230,7139,11
2205,7148,11
7415,7155,11
1316,7159,11
2216,7160,11
2212,7163,11
7424,7169,11
2222,7172,11
2222,7172,11
2222,7172,11
2228,7184,11
2211,7189,11
7427,7192,11
32422,7197,11
650,7237,11
32361,7238,11
7430,7241,11
2239,7250,11
2224,7262,11
2238,7272,11
7434,7281,11
2226,7282,11
2220,7301,11
7413,7327,11
7428,7328,11
2223,7331,11
7429,7336,11
2209,7342,11
7437,7344,11
2203,7351,11
2207,7352,11
2206,7355,11
2237,7370,11
2204,7377,11
2214,7378,11
2215,7432,11
30836,7444,11
1552,7454,11
1552,7454,11
7587,7456,11
7707,7465,11
180,7476,11
180,7476,11
27484,7516,11
2442,7528,11
2447,7538,11
52811,7655,11
2449,7674,11
7763,7698,11
2430,7728,11
41622,7754,11
7603,7756,11
41620,7756,11
2326,7760,11
2327,7764,11
41635,7775,11
41625,7777,11
129,7787,11
129,7787,11
33748,7803,11
2136,7806,11
2142,7808,11
33731,7823,11
2135,7830,11
2147,7843,11
2121,7846,11
7326,7851,11
2129,7854,11
2137,7856,11
7347,7860,11
7328,7865,11
2138,7871,11
2125,7876,11
33738,7881,11
7339,7895,11
2132,7908,11
2144,7918,11
7337,7947,11
2124,7961,11
7345,7963,11
7335,7967,11
33721,7985,11
2128,7991,11
2131,7992,11
33691,8002,11
2122,8004,11
7343,8015,11
8601,8038,11
7334,8041,11
7346,8043,11
2126,8046,11
7353,8048,11
2123,8051,11
2120,8055,11
7338,8056,11
2145,8057,11
19976,8065,11
7242,8079,11
2036,8084,11
2044,8085,11
28260,8086,11
2039,8088,11
7251,8096,11
2043,8118,11
7239,8129,11
7250,8134,11
7237,8156,11
2038,8161,11
7245,8172,11
28204,8175,11
7240,8178,11
7269,8190,11
28182,8207,11
28209,8221,11
7246,8236,11
7241,8249,11
28216,8252,11
28151,8254,11
28187,8267,11
7261,8268,11
2040,8277,11
2037,8279,11
2037,8279,11
7249,8287,11
28168,8291,11
7248,8294,11
1187,8295,11
7247,8299,11
36888,8304,11
30832,8334,11
2118,8336,11
30833,8341,11
2023,8342,11
2117,8357,11
7590,8359,11
3116,8363,11
3116,8363,11
2174,8370,11
1994,8374,11
1993,8375,11
20364,8392,11
28752,8400,11
41946,8406,11
2262,8432,11
27696,8435,11
27694,8436,11
2083,8443,11
7299,8445,11
47170,8482,11
2307,8495,11
7582,8499,11
2309,8506,11
2312,8515,11
7581,8528,11
7576,8537,11
2316,8544,11
180,8544,11
7577,8557,11
2311,8572,11
7575,8582,11
47182,8594,11
7584,8597,11
2313,8600,11
2314,8603,11
47188,8620,11
47150,8622,11
47176,8633,11
7578,8636,11
47152,8638,11
7580,8652,11
47139,8660,11
47193,8662,11
2305,8667,11
2317,8672,11
47186,8686,11
7585,8693,11
7571,8699,11
2310,8713,11
28599,8737,11
2253,8738,11
7666,8742,11
7664,8748,11
42126,8767,11
2084,8779,11
2363,8787,11
7670,8791,11
7670,8791,11
7665,8803,11
2369,8829,11
1891,8858,11
7675,8881,11
2360,8946,11
1239,8968,11
22932,8976,11
7209,8987,11
2029,8997,11
2031,9000,11
2031,9000,11
7210,9006,11
2030,9007,11
2030,9007,11
2025,9014,11
7212,9018,11
7204,9032,11
2028,9044,11
7231,9049,11
22956,9052,11
2033,9054,11
7232,9055,11
22965,9079,11
7215,9091,11
7217,9105,11
7214,9106,11
7218,9118,11
7218,9118,11
7218,9118,11
2423,9122,11
2266,9135,11
7501,9142,11
2265,9143,11
2921,9154,11
2921,9154,11
1987,9170,11
7174,9178,11
1989,9184,11
2096,9196,11
1988,9205,11
19883,9260,11
2425,9278,11
7751,9314,11
7749,9364,11
2428,9368,11
7752,9370,11
2426,9378,11
2427,9412,11
2424,9413,11
2358,9421,11
34650,9437,11
2160,9441,11
2159,9449,11
7721,9473,11
48150,9482,11
48149,9483,11
7723,9501,11
48134,9511,11
7724,9516,11
48131,9556,11
2161,9558,11
2432,9569,11
2435,9572,11
2434,9574,11
2434,9574,11
2439,9578,11
53229,9583,11
2438,9593,11
53232,9627,11
7765,9628,11
53213,9632,11
7764,9636,11
2433,9637,11
2437,9638,11
53246,9639,11
2431,9648,11
2436,9651,11
7768,9657,11
53219,9659,11
7773,9680,11
7540,9683,11
20443,9687,11
20443,9687,11
1961,9692,11
1961,9692,11
27588,9701,11
64430,9707,11
2269,9738,11
2320,9741,11
2049,9742,11
2049,9742,11
7195,9749,11
48595,9780,11
48616,9787,11
7744,9793,11
7631,9804,11
48621,9812,11
8454,8,12
8186,38,12
37720,57,12
8184,60,12
8183,61,12
1037,64,12
1037,64,12
8185,66,12
2887,79,12
8142,85,12
2695,105,12
8129,110,12
2697,111,12
8130,113,12
8131,115,12
8132,127,12
2696,145,12
8137,146,12
8138,153,12
8134,160,12
28735,165,12
28803,177,12
2704,186,12
8133,209,12
2702,210,12
8143,212,12
8135,218,12
8455,225,12
23071,227,12
2515,227,12
37617,241,12
8267,244,12
8273,248,12
8187,251,12
8284,253,12
45825,267,12
2798,273,12
2787,276,12
2804,278,12
2803,307,12
45855,317,12
2780,324,12
2785,327,12
8287,336,12
45797,345,12
45867,354,12
7051,358,12
8272,401,12
8290,407,12
8265,422,12
7034,428,12
8278,429,12
8271,438,12
8301,441,12
8260,452,12
8279,456,12
8261,463,12
2795,478,12
2799,485,12
1870,489,12
1870,489,12
45852,490,12
2794,492,12
2786,505,12
8266,506,12
2781,541,12
45827,549,12
2782,555,12
2802,559,12
8294,565,12
45864,589,12
8258,591,12
45850,595,12
8288,604,12
2800,616,12
2797,641,12
2792,647,12
8283,651,12
8298,654,12
2801,659,12
8268,680,12
1268,682,12
45838,683,12
8277,684,12
8256,700,12
2347,701,12
2606,710,12
2708,720,12
2708,720,12
8114,729,12
33271,738,12
8112,745,12
33255,761,12
33252,765,12
2688,768,12
2499,782,12
2497,785,12
24478,790,12
2496,793,12
7809,794,12
7795,798,12
2490,821,12
32402,821,12
2479,824,12
2489,829,12
24432,865,12
2473,874,12
24431,877,12
24644,878,12
1574,890,12
24468,921,12
2478,927,12
7803,946,12
2483,948,12
7806,956,12
2498,964,12
2492,965,12
6198,973,12
2488,974,12
7811,975,12
2482,977,12
2850,982,12
2849,989,12
2851,990,12
8368,995,12
47842,1027,12
8369,1040,12
8367,1043,12
47840,1052,12
31207,1065,12
31203,1070,12
4754,1072,12
4754,1072,12
2716,1078,12
2716,1078,12
24419,1083,12
31212,1084,12
37141,1089,12
2868,1112,12
50806,1118,12
33567,1136,12
1922,1143,12
50878,1143,12
2864,1146,12
50877,1150,12
2869,1154,12
8400,1163,12
8398,1170,12
50851,1174,12
7108,1188,12
50829,1190,12
50671,1192,12
50820,1198,12
8399,1200,12
1931,1216,12
2544,1225,12
26401,1226,12
873,1228,12
873,1228,12
2545,1232,12
7905,1236,12
26397,1246,12
7904,1247,12
26387,1252,12
2920,1257,12
2815,1267,12
8324,1270,12
30956,1323,12
8374,1329,12
49623,1341,12
49647,1372,12
8373,1380,12
2854,1382,12
2857,1384,12
2858,1391,12
49639,1397,12
2853,1399,12
2852,1414,12
41238,1418,12
7812,1421,12
179,1428,12
179,1428,12
24437,1431,12
24452,1443,12
24434,1446,12
8168,1448,12
2471,1464,12
24464,1490,12
51629,1496,12
2834,1498,12
51671,1503,12
2827,1526,12
2826,1529,12
2825,1533,12
2822,1569,12
51645,1571,12
8346,1591,12
8355,1592,12
8353,1599,12
2828,1611,12
51625,1612,12
8345,1622,12
51653,1624,12
51548,1625,12
8351,1637,12
2829,1663,12
2833,1675,12
2831,1678,12
8350,1692,12
51650,1693,12
8349,1694,12
2830,1696,12
2832,1700,12
51648,1710,12
8344,1720,12
2761,1726,12
2761,1726,12
2735,1737,12
2735,1737,12
19915,1743,12
6276,1750,12
6276,1750,12
8456,1783,12
54665,1819,12
8458,1843,12
1942,1851,12
2684,1868,12
1335,1872,12
1335,1872,12
7207,1875,12
22594,1913,12
31812,1919,12
7964,1926,12
2766,1929,12
2766,1929,12
2739,1931,12
2707,1934,12
2707,1934,12
2707,1934,12
2166,1935,12
2166,1935,12
8246,1944,12
35780,1954,12
8042,1961,12
35782,1963,12
2526,1974,12
2720,1982,12
31400,1999,12
2590,2007,12
31381,2027,12
2591,2029,12
7968,2036,12
31377,2044,12
7967,2050,12
8437,2051,12
31386,2056,12
31385,2057,12
8145,2076,12
29368,2078,12
2245,2081,12
2245,2081,12
23648,2085,12
2281,2087,12
38606,2091,12
8163,2097,12
8159,2097,12
8162,2106,12
8167,2117,12
22652,2123,12
23049,2146,12
8164,2156,12
8165,2163,12
38649,2173,12
38623,2180,12
38630,2191,12
8160,2193,12
7513,2202,12
1379,2208,12
2603,2220,12
2603,2220,12
8156,2227,12
1412,2245,12
2763,2247,12
2762,2257,12
2903,2269,12
52863,2274,12
8453,2288,12
8451,2290,12
2902,2291,12
2906,2295,12
52852,2298,12
2904,2302,12
8452,2310,12
44964,2327,12
8230,2334,12
44959,2343,12
1047,2345,12
1047,2345,12
2905,2356,12
2905,2356,12
8251,2477,12
2537,2491,12
2551,2493,12
2551,2493,12
2778,2499,12
34741,2506,12
34741,2506,12
2592,2512,12
2592,2512,12
2592,2512,12
30672,2519,12
971,2522,12
30679,2523,12
30649,2527,12
8038,2532,12
2636,2539,12
2637,2547,12
30669,2549,12
35627,2553,12
2771,2593,12
2774,2595,12
3620,2607,12
1852,2613,12
2777,2620,12
8243,2621,12
2776,2628,12
7019,2644,12
2895,2658,12
2773,2662,12
2773,2662,12
35079,2675,12
8240,2681,12
34971,2685,12
35124,2686,12
8236,2701,12
2775,2704,12
2593,2707,12
8241,2709,12
35119,2711,12
35137,2722,12
2768,2724,12
2744,2727,12
24389,2732,12
2465,2735,12
1984,2741,12
1140,2742,12
1140,2742,12
1140,2742,12
1140,2742,12
2464,2764,12
22106,2786,12
2466,2799,12
41486,2810,12
4339,2830,12
4339,2830,12
8343,2841,12
8342,2843,12
51356,2847,12
2743,2859,12
2737,2882,12
26869,2917,12
43301,2919,12
43300,2920,12
8195,2938,12
2738,2957,12
43297,2959,12
43292,2963,12
2741,2976,12
2701,2979,12
2746,2982,12
759,3001,12
759,3001,12
759,3001,12
759,3001,12
2532,3008,12
2532,3008,12
2532,3008,12
2512,3009,12
22685,3016,12
8116,3023,12
7985,3029,12
2481,3057,12
7874,3061,12
2543,3063,12
48533,3082,12
1454,3097,12
1454,3097,12
41896,3102,12
41897,3110,12
723,3175,12
4538,3184,12
4538,3184,12
2914,3190,12
8204,3196,12
2915,3203,12
56068,3204,12
2913,3208,12
32512,3210,12
8461,3224,12
749,3254,12
749,3254,12
20759,3266,12
8225,3274,12
8226,3288,12
1610,3291,12
1610,3291,12
2723,3296,12
21570,3302,12
2527,3313,12
2527,3313,12
2819,3319,12
2819,3319,12
2819,3319,12
1148,3320,12
1148,3320,12
2779,3363,12
2779,3363,12
