字體編號,楷書字體編號,楷書字型
27.54A0,0.54A0,咠
27.5477,0.5477,呷
27.5612,0.5612,嘒
27.E0F3,1.F3CE,嚖
27.E0F4,1.F33A,嘫
27.552A,0.552A,唪
27.55D4,0.55D4,嗔
27.560C,0.560C,嘌
27.E0F5,1.F2D4,嘑
27.E0F6,1.F229,喅
27.562F,0.562F,嘯
28.E0F7,3.EDB4,歗
27.53F0,0.53F0,台
27.55C2,0.55C2,嗂
27.F498,0.F498,启
27.55FF,0.55FF,嗿
27.54B8,0.54B8,咸
27.5448,0.5448,呈
28.53F3,0.53F3,右
27.557B,0.557B,啻
27.5409,0.5409,吉
27.5468,0.5468,周
27.E0F8,0.5468,周
27.5510,0.5510,唐
27.E0F9,1.F228,啺
27.EE06,0.EE06,𠼡
27.563E,0.563E,嘾
27.564E,0.564E,噎
27.55E2,0.55E2,嗢
27.E0FB,1.F154,哯
27.5410,0.5410,吐
27.5666,0.5666,噦
27.5488,0.5488,咈
27.5698,0.5698,嚘
27.5403,0.5403,吃
27.55DC,0.55DC,嗜
27.5556,0.5556,啖
27.54FD,0.54FD,哽
27.5610,0.5610,嘐
27.5541,0.5541,啁
27.54C7,0.54C7,哇
27.E0FC,4.E933,𠱫
27.E0FD,1.F08A,吺
27.5467,0.5467,呧
27.5470,0.5470,呰
27.E0FE,1.F2F0,嗻
27.550A,0.550A,唊
27.55D1,0.55D1,嗑
27.55D9,0.55D9,嗙
27.E0FF,1.F35F,噧
27.EC0F,0.EC0F,叴
27.562E,0.562E,嘮
27.5476,0.5476,呶
27.53F1,0.53F1,叱
27.5674,0.5674,噴
27.5412,0.5412,吒
27.564A,0.564A,噊
27.5550,0.5550,啐
27.5507,0.5507,唇
27.5401,0.5401,吁
27.5635,0.5635,嘵
27.5616,0.5616,嘖
27.8B2E,0.8B2E,謮
27.55F7,0.55F7,嗷
27.5538,0.5538,唸
27.E101,1.F047,㕧
27.E102,1.F451,㘙
27.547B,0.547B,呻
27.541F,0.541F,吟
27.E103,6.F6DA,䪩
27.E104,6.E2C0,訡
27.E105,1.F24D,嗞
27.54E4,0.54E4,哤
27.53EB,0.53EB,叫
27.E106,1.F258,嘅
27.550C,0.550C,唌
27.5606,0.5606,嘆
27.559D,0.559D,喝
27.54E8,0.54E8,哨
27.542A,0.542A,吪
27.5646,0.5646,噆
27.541D,0.541D,吝
27.E107,1.F17B,𠲲
27.5404,0.5404,各
28.5426,0.5426,否
27.5501,0.5501,唁
27.54C0,0.54C0,哀
27.E108,1.F292,嗁
27.55C0,0.55C0,嗀
27.54BC,0.54BC,咼
27.E109,1.F1B3,𠴫
27.55FC,0.55FC,嗼
27.F49A,0.F49A,𠯑
27.E10A,0.F49A,𠯑
27.55FE,0.55FE,嗾
27.5420,0.5420,吠
27.5486,0.5486,咆
27.55E5,0.55E5,嗥
27.E10B,2.F111,獆
27.5588,0.5588,喈
27.54EE,0.54EE,哮
27.5594,0.5594,喔
27.E10D,1.F0CC,呝
27.54AE,0.54AE,咮
27.56B6,0.56B6,嚶
27.5544,0.5544,啄
27.552C,0.552C,唬
27.5466,0.5466,呦
28.E748,3.ED25,𣢜
27.5673,0.5673,噳
27.5581,0.5581,喁
27.5C40,0.5C40,局
27.F575,0.F575,㕣
27.E10E,6.E108,𧮲
27.54E6,0.54E6,哦
27.55C3,0.55C3,嗃
27.552E,0.552E,售
27.565E,0.565E,噞
27.5533,0.5533,唳
27.55AB,0.55AB,喫
27.559A,0.559A,喚
27.548D,0.548D,咍
27.5632,0.5632,嘲
27.5440,0.5440,呀
27.51F5,0.51F5,凵
27.F0FE,0.F0FE,吅
27.F4C0,0.F4C0,𤕦
27.E10F,0.F4C0,𤕦
27.56B4,0.56B4,嚴
27.E110,0.56B4,嚴
27.54A2,0.54A2,咢
27.55AE,0.55AE,單
27.558C,0.558C,喌
27.54ED,0.54ED,哭
27.55AA,0.55AA,喪
27.8D70,0.8D70,走
27.8DA8,0.8DA8,趨
27.8D74,0.8D74,赴
27.8DA3,0.8DA3,趣
27.8D85,0.8D85,超
27.8DAB,0.8DAB,趫
27.8D73,0.8D73,赳
27.E111,5.EC4D,䞚
27.8DAE,0.8DAE,趮
27.8DAF,0.8DAF,趯
27.E112,5.ED24,𧽸
27.8D8A,0.8D8A,越
27.8D81,0.8D81,趁
27.E113,5.ED3C,𧾍
27.E114,5.ECB6,趞
27.8DAC,0.8DAC,趬
27.E115,5.ECD1,𧼏
27.8D80,0.8D80,趀
27.E116,5.ED08,𧽤
27.E117,5.ECBA,𧼒
27.8DA5,0.8DA5,趥
27.E118,5.ED36,䟉
27.E119,5.EC86,䞪
27.E11A,5.ED44,𧾝
27.E11B,5.ED57,𧾯
27.E11C,5.ECC5,𧼐
27.8D96,0.8D96,趖
27.E11D,5.ED56,𧾨
27.E11E,5.ED4D,䟍
27.E11F,5.ED31,䟈
27.E120,5.EC85,䞥
27.E121,5.ECF9,𧽋
27.E122,5.ED5D,𧾱
27.E123,2.E505,䞿
27.E124,5.EC42,䞗
27.E125,5.EC88,𧺼
27.8D79,0.8D79,赹
27.E126,5.ED38,𧾚
27.8D77,0.8D77,起
27.E127,5.F77A,𨑖
27.E128,5.ECA0,𧻲
27.E129,5.ECF7,𧽒
27.8D9B,0.8D9B,趛
27.8D8C,0.8D8C,趌
27.E12A,5.ECD9,𧼨
27.E12B,5.ED35,𧾎
27.E12C,5.EC45,䞘
27.E12D,5.ED5F,𧾰
27.8D7D,0.8D7D,赽
27.E12E,5.ED28,趩
27.E12F,5.EC77,趆
27.8D8D,0.8D8D,趍
27.8D99,0.8D99,趙
27.E130,5.EC5A,赾
27.E131,5.ED4F,𧾣
27.8DA0,0.8DA0,趠
27.E132,5.ED59,䟑
27.E133,5.ED60,𧾵
27.E134,5.ECDD,𧼪
27.E135,5.ED30,䟇
27.E136,5.ECC4,𧼗
27.E137,5.ED2E,𧽻
27.E138,5.ED0D,䟂
27.8D89,0.8D89,趉
27.8D9C,0.8D9C,趜
27.8D91,0.8D91,趑
27.8D84,0.8D84,趄
27.E139,5.ECF2,𧽐
27.E13A,5.ED5B,䟒
27.E13B,5.ECD4,趢
27.E13C,5.ECB3,䞭
27.E13D,5.EC82,𧻕
27.E13E,5.EC80,䞨
27.E13F,5.ECF8,䞾
27.E140,5.ECCC,䞳
27.E141,5.EC75,䞣
27.E142,5.ED4E,䟏
27.8DA1,0.8DA1,趡
27.E143,5.EC81,𧻚
27.E144,5.ECFA,𧽍
27.E145,5.ECB2,𧻹
27.E146,5.ED0E,䟆
27.E147,5.ED04,𧽯
27.8DA7,0.8DA7,趧
27.8D92,0.8D92,趒
27.8D76,0.8D76,赶
27.6B62,0.6B62,止
27.E148,2.F463,歱
27.E149,2.F457,𣥺
27.6B6D,0.6B6D,歭
27.E14A,2.F427,歫
27.524D,0.524D,前
27.6B77,0.6B77,歷
27.E14B,2.F453,𣥹
27.E14C,2.F47A,𣦢
27.6B78,0.6B78,歸
27.E14D,0.6B78,歸
27.758C,0.758C,疌
27.E14E,4.EAF1,𤴘
27.F553,0.F553,𣥂
27.F4BC,0.F4BC,歰
27.F508,0.F508,癶
27.767B,0.767B,登
27.EE55,0.767B,登
27.7679,0.7679,癹
27.6B65,0.6B65,步
27.6B72,0.6B72,歲
27.6B64,0.6B64,此
27.E150,1.F21C,啙
27.E151,2.F45C,㭰
27.4E9B,0.4E9B,些
27.6B63,0.6B63,正
27.E152,0.6B63,正
27.E153,0.6B63,正
27.4E4F,0.4E4F,乏
27.662F,0.662F,是
27.E154,0.662F,是
27.97D9,0.97D9,韙
27.E155,3.F33C,愇
27.5C1F,0.5C1F,尟
27.F471,0.F471,辵
27.E156,5.F7D3,迹
27.8E5F,0.8E5F,蹟
27.E157,5.F7C4,𨒪
27.E158,6.E0B6,𨘇
27.E159,6.E05A,䢦
27.9081,0.9081,邁
27.E15A,0.9081,邁
27.5DE1,0.5DE1,巡
27.E15B,6.E045,𨖏
27.5F92,0.5F92,徒
27.E15C,6.E0E1,邎
27.E15D,5.F7A4,𨒌
27.5F81,0.5F81,征
27.96A8,0.96A8,隨
27.E15E,5.F799,𨒉
27.8FCB,0.8FCB,迋
27.901D,0.901D,逝
27.E15F,5.F7AD,䢐
27.5F82,0.5F82,徂
27.E160,6.E046,𨖆
27.8FF0,0.8FF0,述
27.E161,6.E025,䢤
27.9075,0.9075,遵
27.9069,0.9069,適
27.904E,0.904E,過
27.E162,6.E062,遦
27.E163,6.E0BA,䢱
27.9032,0.9032,進
27.9020,0.9020,造
27.EEA3,0.EEA3,艁
27.903E,0.903E,逾
27.905D,0.905D,遝
27.E165,5.F7D2,䢔
27.8FEE,0.8FEE,迮
27.E166,5.F80B,逪
27.9044,0.9044,遄
27.901F,0.901F,速
27.F05A,0.F05A,遬
27.E167,6.E4AA,𧫷
27.8FC5,0.8FC5,迅
27.9002,0.9002,适
27.9006,0.9006,逆
27.8FCE,0.8FCE,迎
27.E168,5.F7D5,䢒
27.9047,0.9047,遇
27.906D,0.906D,遭
27.9058,0.9058,遘
27.9022,0.9022,逢
27.907B,0.907B,遻
27.8FEA,0.8FEA,迪
27.905E,0.905E,遞
27.901A,0.901A,通
27.5F99,0.5F99,徙
27.E169,2.E101,𢓊
27.E16A,2.E600,𡲴
27.8FFB,0.8FFB,迻
27.9077,0.9077,遷
27.E16B,3.E546,拪
27.904B,0.904B,運
27.9041,0.9041,遁
27.905C,0.905C,遜
27.8FD4,0.8FD4,返
27.E16C,0.8FD4,返
27.9084,0.9084,還
27.9078,0.9078,選
27.9001,0.9001,送
27.E16D,6.E00A,𨔮
27.9063,0.9063,遣
27.9090,0.9090,邐
27.902E,0.902E,逮
27.9072,0.9072,遲
27.E16E,5.F7BF,𨒈
27.E16F,6.E034,遟
27.E170,6.E0C3,邌
27.9070,0.9070,遰
27.E171,6.E009,𨓯
27.E172,6.E0E0,𨙔
27.9017,0.9017,逗
27.E173,5.F7B0,𨒅
27.9036,0.9036,逶
27.87E1,0.87E1,蟡
27.8FC6,0.8FC6,迆
27.9079,0.9079,遹
27.907F,0.907F,避
27.9055,0.9055,違
27.9074,0.9074,遴
27.50EF,0.50EF,僯
27.9021,0.9021,逡
27.E174,5.F7B6,䢑
27.9054,0.9054,達
27.EF55,0.EF55,达
27.902F,0.902F,逯
27.8FF5,0.8FF5,迵
27.8FED,0.8FED,迭
27.8FF7,0.8FF7,迷
27.9023,0.9023,連
27.9011,0.9011,逑
27.E176,5.F7EF,䢙
27.902D,0.902D,逭
27.E177,6.E8A5,𩁧
27.906F,0.906F,遯
27.900B,0.900B,逋
27.E178,6.E019,𨕝
27.907A,0.907A,遺
27.9042,0.9042,遂
27.E179,5.F838,𨓸
27.9003,0.9003,逃
27.8FFD,0.8FFD,追
27.9010,0.9010,逐
27.E17A,5.F7E8,逎
27.9052,0.9052,遒
27.8FD1,0.8FD1,近
27.E17B,0.8FD1,近
27.908B,0.908B,邋
27.8FEB,0.8FEB,迫
27.E17C,6.E06B,𨖹
27.9087,0.9087,邇
27.E17D,5.F7B7,迩
27.904F,0.904F,遏
27.906E,0.906E,遮
27.E17E,6.E09F,䢭
27.8FE3,0.8FE3,迣
27.8FFE,0.8FFE,迾
27.E17F,5.F768,迀
27.E180,5.F822,𨓲
27.E181,6.E049,遱
27.E182,5.F784,䢌
27.E183,5.F839,𨔣
27.E184,5.F7AB,𨒋
27.901E,0.901E,逞
27.907C,0.907C,遼
27.9060,0.9060,遠
27.E185,6.E06C,𨖸
27.9016,0.9016,逖
27.E186,5.F819,逷
27.8FE5,0.8FE5,迥
27.9034,0.9034,逴
27.8FC2,0.8FC2,迂
27.E187,6.E011,𨔥
27.908D,0.908D,邍
27.9053,0.9053,道
27.E188,1.EE4C,𡬹
27.907D,0.907D,遽
27.8FD2,0.8FD2,迒
27.E189,5.F3C0,𨁈
27.E18A,5.F7A1,𨑩
27.908A,0.908A,邊
27.9082,0.9082,邂
27.9005,0.9005,逅
27.9051,0.9051,遑
27.903C,0.903C,逼
27.E18B,6.E0D0,𨘷
27.9050,0.9050,遐
27.8FC4,0.8FC4,迄
27.8FF8,0.8FF8,迸
27.900F,0.900F,透
27.908F,0.908F,邏
27.8FE2,0.8FE2,迢
27.900D,0.900D,逍
27.9059,0.9059,遙
27.5F73,0.5F73,彳
27.5FB7,0.5FB7,德
27.5F91,0.5F91,徑
27.5FA9,0.5FA9,復
27.E18C,2.E191,𢔟
27.E18D,2.E140,徎
27.5F80,0.5F80,往
27.E18E,0.5F80,往
27.E18F,2.E20F,忂
27.5F7C,0.5F7C,彼
27.5FBC,0.5FBC,徼
27.5FAA,0.5FAA,循
27.5F76,0.5F76,彶
27.E190,2.E1F8,𢕬
27.5FAE,0.5FAE,微
27.5FA5,0.5FA5,徥
27.5F90,0.5F90,徐
27.E191,2.E123,𢓡
27.E192,2.E1F4,𢖊
27.E193,2.E149,𢓱
27.E194,2.E15C,㣤
27.5FAC,0.5FAC,徬
27.5FAF,0.5FAF,徯
27.8E4A,0.8E4A,蹊
27.5F85,0.5F85,待
27.E195,2.E10C,㣙
27.E196,2.E18D,徧
27.5FA6,0.5FA6,徦
27.E197,0.9000,退
27.E198,2.E103,𢓇
27.9000,0.9000,退
27.5F8C,0.5F8C,後
27.E19A,0.5F8C,後
27.5FB2,0.5FB2,徲
27.5F88,0.5F88,很
27.E19B,2.E183,㣫
27.5F97,0.5F97,得
27.F4A8,0.5F97,得
27.5F9B,0.5F9B,徛
27.E19C,2.E108,𢓈
27.5F8B,0.5F8B,律
27.5FA1,0.5FA1,御
27.99AD,0.99AD,馭
27.4E8D,0.4E8D,亍
27.F54C,0.F54C,廴
27.5EF7,0.5EF7,廷
27.E19D,1.EB2B,𢌛
27.5EFA,0.5EFA,建
27.F395,0.F395,㢟
27.5EF6,0.5EF6,延
27.884C,0.884C,行
27.8853,0.8853,術
27.8857,0.8857,街
27.8862,0.8862,衢
27.885D,0.885D,衝
27.8855,0.8855,衕
27.E19E,2.E1B5,𧗸
27.8859,0.8859,衙
27.884E,0.884E,衎
27.E19F,2.E1A6,𧗳
27.8852,0.8852,衒
27.E1A0,2.E1F5,𧗿
27.885B,0.885B,衛
27.9F52,0.9F52,齒
27.F2C3,0.9F52,齒
27.9F57,0.9F57,齗
27.9F54,0.9F54,齔
27.E1A1,7.ECCC,䶦
27.9F5C,0.9F5C,齜
27.9F58,0.9F58,齘
27.9F5E,0.9F5E,齞
27.E1A2,7.ECC1,𪙊
27.9F7A,0.9F7A,齺
27.9F75,0.9F75,齵
27.E1A3,7.ECD2,䶥
27.9F71,0.9F71,齱
27.9F79,0.9F79,齹
27.E1A4,7.EC84,𪘓
27.9F64,0.9F64,齤
27.E1A5,7.ECB4,齳
27.9F7E,0.9F7E,齾
27.E1A6,7.EC37,䶙
27.9F6F,0.9F6F,齯
27.9F6E,0.9F6E,齮
27.E1A7,7.EC52,𪗨
27.9F70,0.9F70,齰
27.E1A8,7.EC49,齚
27.E1A9,7.ECA7,䶢
27.9F66,0.9F66,齦
27.E1AA,7.EC32,𪗙
27.E1AB,7.EC9C,𪘧
27.E1AC,7.EC5B,𪗿
27.E1AD,7.EC6F,齩
27.E1AE,7.ECCB,𪙌
27.E1AF,7.EC59,𪗾
27.E1B0,7.ECBF,䶣
27.9F5D,0.9F5D,齝
27.9F55,0.9F55,齕
27.E1B1,7.ECF8,𪚁
27.9F67,0.9F67,齧
27.E1B2,7.EC99,齭
27.E1B3,7.EC66,齨
27.9F6C,0.9F6C,齬
27.9F5B,0.9F5B,齛
27.9F78,0.9F78,齸
27.E1B4,7.EC5D,𪗻
27.E1B5,7.ECBE,䶤
27.E1B6,7.EC64,𪗽
27.E1B7,7.ECBC,𪙍
27.9F61,0.9F61,齡
27.7259,0.7259,牙
27.E1B8,0.7259,牙
27.E1B9,2.F35C,𤘌
27.E1BA,2.F35D,𤘐
27.9F72,0.9F72,齲
27.8DB3,0.8DB3,足
27.E1BB,5.F45A,蹏
27.8DDF,0.8DDF,跟
27.E1BC,2.F447,𣥦
27.8E1D,0.8E1D,踝
27.8DD6,0.8DD6,跖
27.8E26,0.8E26,踦
27.8DEA,0.8DEA,跪
27.8DFD,0.8DFD,跽
27.8E27,0.8E27,踧
27.8EA3,0.8EA3,躣
27.8E16,0.8E16,踖
27.8E3D,0.8E3D,踽
27.8E61,0.8E61,蹡
27.8E96,0.8E96,躖
27.E1BD,5.F324,䟔
27.8E30,0.8E30,踰
27.E1BE,5.F36C,䟠
27.8E7B,0.8E7B,蹻
27.8DFE,0.8DFE,跾
27.8E4C,0.8E4C,蹌
27.8E0A,0.8E0A,踊
27.8E8B,0.8E8B,躋
27.8E8D,0.8E8D,躍
27.8DE7,0.8DE7,跧
27.8E74,0.8E74,蹴
27.8EA1,0.8EA1,躡
27.8DE8,0.8DE8,跨
27.8E4B,0.8E4B,蹋
27.8E04,0.8E04,踄
27.8E48,0.8E48,蹈
27.8E94,0.8E94,躔
27.8E10,0.8E10,踐
27.8E35,0.8E35,踵
27.8E14,0.8E14,踔
27.8E5B,0.8E5B,蹛
27.8E69,0.8E69,蹩
27.8E36,0.8E36,踶
27.8E97,0.8E97,躗
27.E1BF,5.F473,䠟
27.E1C0,5.F353,䟗
27.8E62,0.8E62,蹢
27.8E85,0.8E85,躅
27.8E24,0.8E24,踤
27.8E76,0.8E76,蹶
27.E1C1,5.F529,𨇮
27.8DF3,0.8DF3,跳
27.E1C2,5.F3C3,䟴
27.E1C3,5.F493,䠧
27.E1C4,5.F384,𧿳
27.8E60,0.8E60,蹠
27.E1C5,5.F44A,𨃚
27.E1C6,5.F45E,䠛
27.8DBF,0.8DBF,趿
27.E1C7,5.F3C7,䟺
27.8E93,0.8E93,躓
27.8DF2,0.8DF2,跲
27.8DC7,0.8DC7,跇
27.8E4E,0.8E4E,蹎
27.8DCB,0.8DCB,跋
27.8E50,0.8E50,蹐
27.8DCC,0.8DCC,跌
27.8E3C,0.8E3C,踼
27.8E72,0.8E72,蹲
27.8E1E,0.8E1E,踞
27.E1C8,5.F447,𨃖
27.8EA9,0.8EA9,躩
27.8E23,0.8E23,踣
27.8DDB,0.8DDB,跛
27.8E47,0.8E47,蹇
27.8E41,0.8E41,蹁
27.E1C9,5.F3DA,䟸
27.8E12,0.8E12,踒
27.8DE3,0.8DE3,跣
27.E1CA,5.F37C,跔
27.E1CB,5.F3FA,䠅
27.8DDD,0.8DDD,距
27.E1CC,5.F52C,躧
27.E1CD,6.F03C,𩎉
27.E1CE,5.F43A,䠍
27.E1CF,5.F3F0,䠊
27.E1D0,5.F352,跀
27.E1D1,5.F32B,𧿁
27.E1D2,5.F35A,趽
27.8DB9,0.8DB9,趹
27.8DBC,0.8DBC,趼
27.8DEF,0.8DEF,路
27.8E78,0.8E78,蹸
27.8DC2,0.8DC2,跂
27.8E9A,5.F4A5,蹮
27.8E6D,0.8E6D,蹭
27.8E6C,0.8E6C,蹬
27.8E49,0.8E49,蹉
27.8DCE,0.8DCE,跎
27.8E59,0.8E59,蹙
27.8E38,0.8E38,踸
27.758B,0.758B,疋
27.E1D3,4.EAF4,𤴙
27.E1D4,4.EAEF,𤕟
27.54C1,0.54C1,品
27.55A6,0.55A6,喦
27.55BF,0.55BF,喿
27.9FA0,0.9FA0,龠
27.E1D5,7.ED27,䶴
27.E1D6,7.ED2E,䶵
27.7BEA,0.7BEA,篪
27.9FA2,0.9FA2,龢
27.9FA4,0.9FA4,龤
27.518A,0.518A,冊
27.E1D7,0.518A,冊
27.55E3,0.55E3,嗣
27.E1D8,0.55E3,嗣
27.6241,0.6241,扁
27.F0FF,0.F0FF,㗊
27.569A,0.569A,嚚
27.E1D9,0.569A,嚚
27.56C2,0.56C2,囂
27.E1DA,0.56C2,囂
27.5602,0.5602,嘂
27.E1DB,1.F45A,𡅻
27.5668,0.5668,器
27.820C,0.820C,舌
27.E1DC,4.F26A,𦧥
27.EC52,4.F268,舓
27.E1DD,4.F24E,𦧇
27.5E72,0.5E72,干
27.F50F,0.F50F,𢆉
27.F66F,0.F66F,屰
27.F396,0.F396,𧮫
27.E1DE,1.F23D,𠶸
27.81C4,0.81C4,臄
27.F47D,0.F47D,㐁
27.F16A,0.F47D,㐁
27.53EA,0.53EA,只
27.E1DF,1.F22B,𠷓
27.F397,0.F397,㕯
27.77DE,0.77DE,矞
27.5546,0.5546,商
27.E1E0,0.5546,商
27.E1E1,0.5546,商
27.E1E2,0.5546,商
27.53E5,0.53E5,句
27.62D8,0.62D8,拘
27.7B31,0.7B31,笱
27.9264,0.9264,鉤
27.F51B,0.F51B,丩
27.E1E3,5.E4CB,𦱠
27.7CFE,0.7CFE,糾
27.53E4,0.53E4,古
27.E1E4,1.E7CF,𠖠
27.560F,0.560F,嘏
27.5341,0.5341,十
27.4E08,0.4E08,丈
27.5343,0.5343,千
27.80B8,0.80B8,肸
27.E1E5,1.E152,卙
27.535A,0.535A,博
27.E0C8,1.E12D,㔹
27.5EFF,0.5EFF,廿
27.E1E6,1.E153,𠦫
27.5345,0.5345,卅
27.4E16,0.4E16,世
27.8A00,0.8A00,言
27.8B7B,0.8B7B,譻
27.8B26,0.8B26,謦
27.8A9E,0.8A9E,語
27.8AC7,0.8AC7,談
27.8B02,0.8B02,謂
27.8AD2,0.8AD2,諒
27.8A75,0.8A75,詵
27.8ACB,0.8ACB,請
27.8B01,0.8B01,謁
27.8A31,0.8A31,許
27.8AFE,0.8AFE,諾
27.E1E7,6.E523,譍
27.8B8E,0.8B8E,讎
27.8AF8,0.8AF8,諸
27.8A69,0.8A69,詩
27.E1E8,6.E2DC,𧥳
27.8B96,0.8B96,讖
27.8AF7,0.8AF7,諷
27.8AA6,0.8AA6,誦
27.8B80,0.8B80,讀
27.F4B0,0.F4B0,𠶷
27.8A13,0.8A13,訓
27.8AA8,0.8AA8,誨
27.8B54,0.8B54,譔
27.8B6C,0.8B6C,譬
27.8B1C,0.8B1C,謜
27.E1E9,6.E2F9,詇
27.8AED,0.8AED,諭
27.8A56,0.8A56,詖
27.8AC4,0.8AC4,諄
27.8B18,0.8B18,謘
27.8A7B,0.8A7B,詻
27.8ABE,0.8ABE,誾
27.8B00,0.8B00,謀
27.E1EA,1.F0DA,𠰔
27.E1EB,6.E323,𧦥
27.8B28,0.8B28,謨
27.E1EC,1.F2C1,𠻚
27.8A2A,0.8A2A,訪
27.8ACF,0.8ACF,諏
27.8AD6,0.8AD6,論
27.8B70,0.8B70,議
27.8A02,0.8A02,訂
27.8A73,0.8A73,詳
27.8ADF,0.8ADF,諟
27.8AE6,0.8AE6,諦
27.8B58,0.8B58,識
27.8A0A,0.8A0A,訊
27.E1ED,6.E350,䛜
27.E1EE,6.E35E,詧
27.8B39,0.8B39,謹
27.E1EF,6.E274,䚮
27.8AF6,0.8AF6,諶
27.4FE1,0.4FE1,信
27.EDFF,0.EDFF,㐰
27.E1F0,6.E2D5,訫
27.E1F1,6.E2D4,訦
27.8AA0,0.8AA0,誠
27.8AA1,0.8AA1,誡
27.8A8B,0.8A8B,誋
27.8AF1,0.8AF1,諱
27.8AA5,0.8AA5,誥
27.E1F2,1.EB06,𧧙
27.8A54,0.8A54,詔
27.8A93,0.8A93,誓
27.8B63,0.8B63,譣
27.8A41,0.8A41,詁
27.85F9,0.85F9,藹
27.E1F3,6.E382,誎
27.8ADD,0.8ADD,諝
27.8A3C,0.8A3C,証
27.8AEB,0.8AEB,諫
27.8AD7,0.8AD7,諗
27.8AB2,0.8AB2,課
27.8A66,0.8A66,試
27.8AF4,0.8AF4,諴
27.F0DD,0.F0DD,䚻
27.8A6E,0.8A6E,詮
27.8A22,0.8A22,訢
27.8AAA,0.8AAA,說
27.8A08,0.8A08,計
27.8AE7,0.8AE7,諧
27.E1F4,6.E356,詥
27.8ABF,0.8ABF,調
27.8A71,0.8A71,話
27.E1F5,6.E520,譮
27.8AC8,0.8AC8,諈
27.8AC9,0.8AC9,諉
27.8B66,0.8B66,警
27.8B10,0.8B10,謐
27.8B19,0.8B19,謙
27.8ABC,0.8ABC,誼
27.8A61,0.8A61,詡
27.8AD3,0.8AD3,諓
27.E1F6,6.E399,誐
27.8A77,0.8A77,詷
27.8A2D,0.8A2D,設
27.8B77,0.8B77,護
27.E1F7,6.E519,譞
27.8AA7,0.8AA7,誧
27.8AF0,0.8AF0,諰
27.8A17,0.8A17,託
27.8A18,0.8A18,記
27.8B7D,0.8B7D,譽
27.8B52,0.8B52,譒
27.8B1D,0.8B1D,謝
27.8B33,0.8B33,謳
27.8A60,0.8A60,詠
27.E1F8,1.F0D0,咏
27.8ACD,0.8ACD,諍
27.E1F9,6.E309,𧦝
27.8B3C,0.8B3C,謼
27.8A16,0.8A16,訖
27.8AFA,0.8AFA,諺
27.8A1D,0.8A1D,訝
27.8FD3,0.8FD3,迓
27.8A63,0.8A63,詣
27.8B1B,0.8B1B,講
27.8B04,0.8B04,謄
27.8A12,0.8A12,訒
27.8A25,0.8A25,訥
27.8B2F,0.8B2F,謯
27.E1FA,1.E508,𧧹
27.8B65,0.8B65,譥
27.8B4A,0.8B4A,譊
27.8B0D,0.8B0D,謍
27.E1FB,6.E3C9,諎
27.5536,0.5536,唶
27.8ADB,0.8ADB,諛
27.E1FC,6.E578,讇
27.8AC2,0.8AC2,諂
27.8AFC,0.8AFC,諼
27.8B37,0.8B37,謷
27.8A39,0.8A39,訹
27.8A51,0.8A51,詑
27.8B3E,0.8B3E,謾
27.8B47,0.8B47,譇
27.E1FD,6.E39F,𧧻
27.8B3A,0.8B3A,謺
27.8B30,0.8B30,謰
27.8B31,0.8B31,謱
27.8A52,0.8A52,詒
27.E1FE,6.E4D5,謲
27.8A91,0.8A91,誑
27.8B7A,0.8B7A,譺
27.E1FF,6.E516,𧬮
27.8A15,0.8A15,訕
27.8B4F,0.8B4F,譏
27.8AA3,0.8AA3,誣
27.8AB9,0.8AB9,誹
27.8B17,0.8B17,謗
27.8B78,0.8B78,譸
27.8A76,0.8A76,詶
27.8A5B,0.8A5B,詛
27.E200,6.E2F5,䛆
27.8A83,0.8A83,誃
27.8A96,0.8A96,誖
27.6096,0.6096,悖
27.F4BF,0.F4BF,𢨋
27.F55F,0.F55F,䜌
27.E201,3.E9F3,𤔪
27.8AA4,0.8AA4,誤
27.8A7F,0.8A7F,詿
27.8A92,0.8A92,誒
27.8B46,0.8B46,譆
27.E202,6.E34D,詯
27.8B27,0.8B27,謧
27.8A4D,0.8A4D,詍
27.8A3E,0.8A3E,訾
27.E203,6.E3FE,䛬
27.E204,6.E311,䛌
27.E205,6.E2A8,䛁
27.E206,6.E53B,䜚
27.8ABB,0.8ABB,誻
27.E207,6.E296,訮
27.E208,6.E588,讗
27.8A07,0.8A07,訇
27.E209,0.8A07,訇
27.8ADE,0.8ADE,諞
27.E20A,6.E56C,𧭹
27.E20B,6.E282,𧥣
27.8ABD,0.8ABD,誽
27.8A82,0.8A82,誂
27.E20C,6.E4F7,譄
27.8A44,0.8A44,詄
27.8AC5,0.8AC5,諅
27.8B40,0.8B40,譀
27.E20D,6.E3A7,𧧴
27.8A87,0.8A87,誇
27.8A95,0.8A95,誕
27.E20E,6.E275,𧥡
27.E20F,6.E50B,䜕
27.8B14,0.8B14,謔
27.E210,6.E370,詪
27.8A0C,0.8A0C,訌
27.E211,6.E4EE,䜋
27.E212,6.E513,𧬨
27.E213,6.E43C,諣
27.E214,6.E589,𧮓
27.8B5F,0.8B5F,譟
27.E215,6.E273,訆
27.8AD5,0.8AD5,諕
27.8B99,0.8B99,讙
27.8B41,0.8B41,譁
27.8B23,0.8B23,謣
27.E216,6.E473,𧪮
27.E217,6.E460,譌
27.8B2C,0.8B2C,謬
27.E218,6.E359,詤
27.8B08,0.8B08,謈
27.8A2C,0.8A2C,訬
27.8AC6,0.8AC6,諆
